"","bee.species","plant.species","max_prob","bee.names","plant.names"
"10769","52","38",0.016,"Eucera frater","Pseudognaphalium luteoalbum"
"10770","52","39",0,"Eucera frater","Pseudognaphalium microcephalum"
"10771","52","4",0,"Eucera frater","Mesembryanthemum nodiflorum"
"10772","52","40",0,"Eucera frater","Pseudognaphalium ramosissimum"
"10773","52","41",0,"Eucera frater","Pseudognaphalium stramineum"
"10774","52","42",0.0552,"Eucera frater","Sonchus asper subsp. asper"
"10775","52","43",0.0559,"Eucera frater","Sonchus oleraceus"
"10776","52","44",0,"Eucera frater","Stephanomeria cichoriacea"
"10777","52","45",0,"Eucera frater","Stephanomeria diegensis"
"10778","52","46",0,"Eucera frater","Stephanomeria exigua ssp. coronaria"
"10779","52","47",0,"Eucera frater","Stephanomeria virgata subsp. virgata"
"10780","52","48",0,"Eucera frater","Symphyotrichum chilense"
"10781","52","49",0,"Eucera frater","Symphyotrichum subulatum"
"10782","52","5",0.0147,"Eucera frater","Rhus integrifolia"
"10783","52","50",0.0555,"Eucera frater","Venegasia carpesioides"
"10784","52","51",0.059,"Eucera frater","Brassica nigra"
"10785","52","52",0.0565,"Eucera frater","Brassica rapa"
"10786","52","53",0.0188,"Eucera frater","Cakile maritima"
"10787","52","54",0.0243,"Eucera frater","Hirschfeldia incana"
"10788","52","55",0.0171,"Eucera frater","Cylindropuntia prolifera"
"10789","52","56",0,"Eucera frater","Opuntia ficus-indica"
"10790","52","57",0,"Eucera frater","Opuntia littoralis"
"10791","52","58",0.058,"Eucera frater","Opuntia oricola"
"10792","52","59",0.055,"Eucera frater","Crocanthemum greenei"
"10793","52","6",0.0169,"Eucera frater","Rhus ovata"
"10794","52","60",0.0583,"Eucera frater","Crocanthemum scoparium"
"10795","52","61",0.0162,"Eucera frater","Convolvulus arvensis"
"10796","52","62",0.0174,"Eucera frater","Convolvulus simulans"
"10797","52","63",0,"Eucera frater","Cucurbita foetidissima"
"10798","52","64",0,"Eucera frater","Croton setiger"
"10799","52","65",0,"Eucera frater","Euphorbia maculata"
"10800","52","66",0.0173,"Eucera frater","Euphorbia misera"
"10801","52","67",0.0159,"Eucera frater","Euphorbia peplus"
"10802","52","68",0.0552,"Eucera frater","Euphorbia spathulata"
"10803","52","69",0,"Eucera frater","Lotus corniculatus"
"10804","52","7",0.0167,"Eucera frater","Toxicodendron diversilobum"
"10805","52","70",0.026,"Eucera frater","Lupinus arboreus"
"10806","52","71",0.0058,"Eucera frater","Lupinus bicolor"
"10807","52","72",0.0066,"Eucera frater","Lupinus concinnus"
"10808","52","73",0.0067,"Eucera frater","Lupinus hirsutissimus"
"10809","52","74",0,"Eucera frater","Lupinus microcarpus var. microcarpus"
"10810","52","75",0.0065,"Eucera frater","Lupinus succulentus"
"10811","52","76",0.0072,"Eucera frater","Lupinus truncatus"
"10812","52","77",0.0256,"Eucera frater","Medicago polymorpha"
"10813","52","78",0,"Eucera frater","Medicago sativa"
"10814","52","79",0.0062,"Eucera frater","Trifolium albopurpureum"
"10815","52","8",0.0171,"Eucera frater","Daucus pusillus"
"10816","52","80",0.0067,"Eucera frater","Trifolium ciliolatum"
"10817","52","81",0.0067,"Eucera frater","Trifolium depauperatum var. truncatum"
"10818","52","82",0.0056,"Eucera frater","Trifolium fucatum"
"10819","52","83",0.0057,"Eucera frater","Trifolium gracilentum"
"10820","52","84",0.0058,"Eucera frater","Trifolium macraei"
"10821","52","85",0.0058,"Eucera frater","Trifolium microcephalum"
"10822","52","86",0.0063,"Eucera frater","Trifolium variegatum var. major"
"10823","52","87",0.0063,"Eucera frater","Trifolium willdenovii"
"10824","52","88",0,"Eucera frater","Frankenia salina"
"10825","52","89",0.0157,"Eucera frater","Phacelia cicutaria var. hispida"
"10826","52","9",0,"Eucera frater","Foeniculum vulgare"
"10827","52","90",0.0174,"Eucera frater","Phacelia distans"
"10828","52","91",0.0179,"Eucera frater","Phacelia grandiflora"
"10829","52","92",0.0156,"Eucera frater","Phacelia hubbyi"
"10830","52","93",0,"Eucera frater","Phacelia ramosissima"
"10831","52","94",0.0163,"Eucera frater","Phacelia viscida var. viscida"
"10832","52","95",0,"Eucera frater","Marrubium vulgare"
"10833","52","96",0.0066,"Eucera frater","Salvia columbariae"
"10834","52","97",0.0068,"Eucera frater","Salvia leucophylla"
"10835","52","98",0.0066,"Eucera frater","Salvia mellifera"
"10836","52","99",0.0057,"Eucera frater","Stachys bullata"
"10837","53","1",0.0234,"Eucera lunata","Carpobrotus chilensis"
"10838","53","10",0.0208,"Eucera lunata","Asclepias fascicularis"
"10839","53","100",0.0069,"Eucera lunata","Lythrum californicum"
"10840","53","101",0.0088,"Eucera lunata","Lythrum hyssopifolia"
"10841","53","102",0.009,"Eucera lunata","Abronia maritima"
"10842","53","103",0.0094,"Eucera lunata","Abronia umbellata var. umbellata"
"10843","53","104",0.0227,"Eucera lunata","Clarkia davyi"
"10844","53","105",0.0224,"Eucera lunata","Clarkia epilobioides"
"10845","53","106",0.0233,"Eucera lunata","Clarkia purpurea subsp. quadrivulnera"
"10846","53","107",0.0062,"Eucera lunata","Clarkia unguiculata"
"10847","53","108",0.033,"Eucera lunata","Oxalis californica"
"10848","53","109",0.0348,"Eucera lunata","Oxalis corniculata"
"10849","53","11",0.0223,"Eucera lunata","Achillea millefolium"
"10850","53","110",0.0338,"Eucera lunata","Oxalis pes-caprae"
"10851","53","111",0.0771,"Eucera lunata","Dendromecon harfordii"
"10852","53","112",1,"Eucera lunata","Eschscholzia californica"
"10853","53","113",0.022,"Eucera lunata","Eschscholzia ramosa"
"10854","53","114",0.0089,"Eucera lunata","Keckiella cordifolia"
"10855","53","115",0.0234,"Eucera lunata","Ceanothus arboreus"
"10856","53","116",0.0203,"Eucera lunata","Heteromeles arbutifolia"
"10857","53","117",0.0243,"Eucera lunata","Rosa californica"
"10858","53","118",0.009,"Eucera lunata","Solanum douglasii"
"10859","53","119",0.0079,"Eucera lunata","Solanum elaeagnifolium"
"10860","53","12",0.0229,"Eucera lunata","Anthemis cotula"
"10861","53","120",0.0091,"Eucera lunata","Solanum wallacei"
"10862","53","121",0.0215,"Eucera lunata","Calochortus albus"
"10863","53","122",0.0242,"Eucera lunata","Calochortus catalinae"
"10864","53","123",0.0758,"Eucera lunata","Calochortus luteus"
"10865","53","124",0.0218,"Eucera lunata","Ceanothus megacarpus var. insularis"
"10866","53","125",0.0084,"Eucera lunata","Lupinus albifrons var. albifrons"
"10867","53","126",0.009,"Eucera lunata","Raphanus raphanistrum"
"10868","53","13",0.0783,"Eucera lunata","Centaurea benedicta"
"10869","53","14",0.0797,"Eucera lunata","Centaurea melitensis"
"10870","53","15",0.0765,"Eucera lunata","Centaurea solstitialis"
"10871","53","16",0,"Eucera lunata","Cichorium intybus"
"10872","53","17",0.0218,"Eucera lunata","Cirsium brevistylum"
"10873","53","18",0.0242,"Eucera lunata","Cirsium occidentale var. californicum"
"10874","53","19",0.0206,"Eucera lunata","Cirsium occidentale var. occidentale"
"10875","53","2",0.0793,"Eucera lunata","Carpobrotus edulis"
"10876","53","20",0.0226,"Eucera lunata","Cirsium vulgare"
"10877","53","21",0.0215,"Eucera lunata","Corethrogyne filaginifolia"
"10878","53","22",0.0777,"Eucera lunata","Encelia californica"
"10879","53","23",0.0222,"Eucera lunata","Erigeron bonariensis"
"10880","53","24",0.0205,"Eucera lunata","Erigeron canadensis"
"10881","53","25",0.0227,"Eucera lunata","Erigeron foliosus var. foliosus"
"10882","53","26",0.0215,"Eucera lunata","Erigeron glaucus"
"10883","53","27",0,"Eucera lunata","Erigeron sanctarum"
"10884","53","28",0.0205,"Eucera lunata","Erigeron sumatrensis"
"10885","53","29",0.0771,"Eucera lunata","Glebionis coronaria"
"10886","53","3",0.0215,"Eucera lunata","Mesembryanthemum crystallinum"
"10887","53","30",0.0798,"Eucera lunata","Helianthus annuus"
"10888","53","31",0.0776,"Eucera lunata","Helminthotheca echioides"
"10889","53","32",0.0798,"Eucera lunata","Heterotheca grandiflora"
"10890","53","33",0.0786,"Eucera lunata","Layia platyglossa"
"10891","53","34",0,"Eucera lunata","Lepidospartum squamatum"
"10892","53","35",0.0205,"Eucera lunata","Pseudognaphalium beneolens"
"10893","53","36",0.0218,"Eucera lunata","Pseudognaphalium biolettii"
"10894","53","37",0.0235,"Eucera lunata","Pseudognaphalium californicum"
"10895","53","38",0.0221,"Eucera lunata","Pseudognaphalium luteoalbum"
"10896","53","39",0,"Eucera lunata","Pseudognaphalium microcephalum"
"10897","53","4",0.0219,"Eucera lunata","Mesembryanthemum nodiflorum"
"10898","53","40",0.0198,"Eucera lunata","Pseudognaphalium ramosissimum"
"10899","53","41",0.0758,"Eucera lunata","Pseudognaphalium stramineum"
"10900","53","42",0.0766,"Eucera lunata","Sonchus asper subsp. asper"
"10901","53","43",0.0779,"Eucera lunata","Sonchus oleraceus"
"10902","53","44",0.0207,"Eucera lunata","Stephanomeria cichoriacea"
"10903","53","45",0,"Eucera lunata","Stephanomeria diegensis"
"10904","53","46",0.0225,"Eucera lunata","Stephanomeria exigua ssp. coronaria"
"10905","53","47",0,"Eucera lunata","Stephanomeria virgata subsp. virgata"
"10906","53","48",0,"Eucera lunata","Symphyotrichum chilense"
"10907","53","49",0,"Eucera lunata","Symphyotrichum subulatum"
"10908","53","5",0.024,"Eucera lunata","Rhus integrifolia"
"10909","53","50",0.077,"Eucera lunata","Venegasia carpesioides"
"10910","53","51",0.0773,"Eucera lunata","Brassica nigra"
"10911","53","52",0.0775,"Eucera lunata","Brassica rapa"
"10912","53","53",0.0234,"Eucera lunata","Cakile maritima"
"10913","53","54",0.0328,"Eucera lunata","Hirschfeldia incana"
"10914","53","55",0.0232,"Eucera lunata","Cylindropuntia prolifera"
"10915","53","56",0,"Eucera lunata","Opuntia ficus-indica"
"10916","53","57",0.0803,"Eucera lunata","Opuntia littoralis"
"10917","53","58",0.077,"Eucera lunata","Opuntia oricola"
"10918","53","59",0.0747,"Eucera lunata","Crocanthemum greenei"
"10919","53","6",0.0224,"Eucera lunata","Rhus ovata"
"10920","53","60",0.0786,"Eucera lunata","Crocanthemum scoparium"
"10921","53","61",0.0232,"Eucera lunata","Convolvulus arvensis"
"10922","53","62",0.0225,"Eucera lunata","Convolvulus simulans"
"10923","53","63",0.032,"Eucera lunata","Cucurbita foetidissima"
"10924","53","64",0.0221,"Eucera lunata","Croton setiger"
"10925","53","65",0.02,"Eucera lunata","Euphorbia maculata"
"10926","53","66",0.0231,"Eucera lunata","Euphorbia misera"
"10927","53","67",0.0228,"Eucera lunata","Euphorbia peplus"
"10928","53","68",0.0795,"Eucera lunata","Euphorbia spathulata"
"10929","53","69",0.0338,"Eucera lunata","Lotus corniculatus"
"10930","53","7",0.0223,"Eucera lunata","Toxicodendron diversilobum"
"10931","53","70",0.0317,"Eucera lunata","Lupinus arboreus"
"10932","53","71",0.0075,"Eucera lunata","Lupinus bicolor"
"10933","53","72",0.0081,"Eucera lunata","Lupinus concinnus"
"10934","53","73",0.0088,"Eucera lunata","Lupinus hirsutissimus"
"10935","53","74",0.0082,"Eucera lunata","Lupinus microcarpus var. microcarpus"
"10936","53","75",0.0079,"Eucera lunata","Lupinus succulentus"
"10937","53","76",0.0087,"Eucera lunata","Lupinus truncatus"
"10938","53","77",0.0352,"Eucera lunata","Medicago polymorpha"
"10939","53","78",0.0081,"Eucera lunata","Medicago sativa"
"10940","53","79",0.0089,"Eucera lunata","Trifolium albopurpureum"
"10941","53","8",0.0217,"Eucera lunata","Daucus pusillus"
"10942","53","80",0.0072,"Eucera lunata","Trifolium ciliolatum"
"10943","53","81",0.0084,"Eucera lunata","Trifolium depauperatum var. truncatum"
"10944","53","82",0.009,"Eucera lunata","Trifolium fucatum"
"10945","53","83",0.0094,"Eucera lunata","Trifolium gracilentum"
"10946","53","84",0.0083,"Eucera lunata","Trifolium macraei"
"10947","53","85",0.0076,"Eucera lunata","Trifolium microcephalum"
"10948","53","86",0.0086,"Eucera lunata","Trifolium variegatum var. major"
"10949","53","87",0.0077,"Eucera lunata","Trifolium willdenovii"
"10950","53","88",0.023,"Eucera lunata","Frankenia salina"
"10951","53","89",0.0235,"Eucera lunata","Phacelia cicutaria var. hispida"
"10952","53","9",0.0736,"Eucera lunata","Foeniculum vulgare"
"10953","53","90",0.0237,"Eucera lunata","Phacelia distans"
"10954","53","91",0.0231,"Eucera lunata","Phacelia grandiflora"
"10955","53","92",0.022,"Eucera lunata","Phacelia hubbyi"
"10956","53","93",0.0224,"Eucera lunata","Phacelia ramosissima"
"10957","53","94",0.0219,"Eucera lunata","Phacelia viscida var. viscida"
"10958","53","95",0.0087,"Eucera lunata","Marrubium vulgare"
"10959","53","96",0.0083,"Eucera lunata","Salvia columbariae"
"10960","53","97",0.0078,"Eucera lunata","Salvia leucophylla"
"10961","53","98",0.009,"Eucera lunata","Salvia mellifera"
"10962","53","99",0.0083,"Eucera lunata","Stachys bullata"
"10963","54","1",6e-04,"Anthophorula cerei","Carpobrotus chilensis"
"10964","54","10",5e-04,"Anthophorula cerei","Asclepias fascicularis"
"10965","54","100",4e-04,"Anthophorula cerei","Lythrum californicum"
"10966","54","101",5e-04,"Anthophorula cerei","Lythrum hyssopifolia"
"10967","54","102",4e-04,"Anthophorula cerei","Abronia maritima"
"10968","54","103",3e-04,"Anthophorula cerei","Abronia umbellata var. umbellata"
"10969","54","104",8e-04,"Anthophorula cerei","Clarkia davyi"
"10970","54","105",5e-04,"Anthophorula cerei","Clarkia epilobioides"
"10971","54","106",7e-04,"Anthophorula cerei","Clarkia purpurea subsp. quadrivulnera"
"10972","54","107",0,"Anthophorula cerei","Clarkia unguiculata"
"10973","54","108",9e-04,"Anthophorula cerei","Oxalis californica"
"10974","54","109",0.001,"Anthophorula cerei","Oxalis corniculata"
"10975","54","11",5e-04,"Anthophorula cerei","Achillea millefolium"
"10976","54","110",0.0013,"Anthophorula cerei","Oxalis pes-caprae"
"10977","54","111",0.0046,"Anthophorula cerei","Dendromecon harfordii"
"10978","54","112",8e-04,"Anthophorula cerei","Eschscholzia californica"
"10979","54","113",3e-04,"Anthophorula cerei","Eschscholzia ramosa"
"10980","54","114",2e-04,"Anthophorula cerei","Keckiella cordifolia"
"10981","54","115",0,"Anthophorula cerei","Ceanothus arboreus"
"10982","54","116",4e-04,"Anthophorula cerei","Heteromeles arbutifolia"
"10983","54","117",9e-04,"Anthophorula cerei","Rosa californica"
"10984","54","118",3e-04,"Anthophorula cerei","Solanum douglasii"
"10985","54","119",2e-04,"Anthophorula cerei","Solanum elaeagnifolium"
"10986","54","12",5e-04,"Anthophorula cerei","Anthemis cotula"
"10987","54","120",1e-04,"Anthophorula cerei","Solanum wallacei"
"10988","54","121",5e-04,"Anthophorula cerei","Calochortus albus"
"10989","54","122",8e-04,"Anthophorula cerei","Calochortus catalinae"
"10990","54","123",0.0041,"Anthophorula cerei","Calochortus luteus"
"10991","54","124",0,"Anthophorula cerei","Ceanothus megacarpus var. insularis"
"10992","54","125",1e-04,"Anthophorula cerei","Lupinus albifrons var. albifrons"
"10993","54","126",3e-04,"Anthophorula cerei","Raphanus raphanistrum"
"10994","54","13",0.0027,"Anthophorula cerei","Centaurea benedicta"
"10995","54","14",0.004,"Anthophorula cerei","Centaurea melitensis"
"10996","54","15",0.0042,"Anthophorula cerei","Centaurea solstitialis"
"10997","54","16",0,"Anthophorula cerei","Cichorium intybus"
"10998","54","17",7e-04,"Anthophorula cerei","Cirsium brevistylum"
"10999","54","18",0.0012,"Anthophorula cerei","Cirsium occidentale var. californicum"
"11000","54","19",8e-04,"Anthophorula cerei","Cirsium occidentale var. occidentale"
"11001","54","2",0.0031,"Anthophorula cerei","Carpobrotus edulis"
"11002","54","20",0.0015,"Anthophorula cerei","Cirsium vulgare"
"11003","54","21",9e-04,"Anthophorula cerei","Corethrogyne filaginifolia"
"11004","54","22",0.0035,"Anthophorula cerei","Encelia californica"
"11005","54","23",6e-04,"Anthophorula cerei","Erigeron bonariensis"
"11006","54","24",3e-04,"Anthophorula cerei","Erigeron canadensis"
"11007","54","25",6e-04,"Anthophorula cerei","Erigeron foliosus var. foliosus"
"11008","54","26",6e-04,"Anthophorula cerei","Erigeron glaucus"
"11009","54","27",0,"Anthophorula cerei","Erigeron sanctarum"
"11010","54","28",0.001,"Anthophorula cerei","Erigeron sumatrensis"
"11011","54","29",0.0037,"Anthophorula cerei","Glebionis coronaria"
"11012","54","3",3e-04,"Anthophorula cerei","Mesembryanthemum crystallinum"
"11013","54","30",0.0039,"Anthophorula cerei","Helianthus annuus"
"11014","54","31",0.0035,"Anthophorula cerei","Helminthotheca echioides"
"11015","54","32",0.0027,"Anthophorula cerei","Heterotheca grandiflora"
"11016","54","33",0.003,"Anthophorula cerei","Layia platyglossa"
"11017","54","34",0,"Anthophorula cerei","Lepidospartum squamatum"
"11018","54","35",3e-04,"Anthophorula cerei","Pseudognaphalium beneolens"
"11019","54","36",0.001,"Anthophorula cerei","Pseudognaphalium biolettii"
"11020","54","37",9e-04,"Anthophorula cerei","Pseudognaphalium californicum"
"11021","54","38",8e-04,"Anthophorula cerei","Pseudognaphalium luteoalbum"
"11022","54","39",0,"Anthophorula cerei","Pseudognaphalium microcephalum"
"11023","54","4",8e-04,"Anthophorula cerei","Mesembryanthemum nodiflorum"
"11024","54","40",5e-04,"Anthophorula cerei","Pseudognaphalium ramosissimum"
"11025","54","41",0.0038,"Anthophorula cerei","Pseudognaphalium stramineum"
"11026","54","42",0.0036,"Anthophorula cerei","Sonchus asper subsp. asper"
"11027","54","43",0.0039,"Anthophorula cerei","Sonchus oleraceus"
"11028","54","44",6e-04,"Anthophorula cerei","Stephanomeria cichoriacea"
"11029","54","45",0,"Anthophorula cerei","Stephanomeria diegensis"
"11030","54","46",0.001,"Anthophorula cerei","Stephanomeria exigua ssp. coronaria"
"11031","54","47",0,"Anthophorula cerei","Stephanomeria virgata subsp. virgata"
"11032","54","48",0,"Anthophorula cerei","Symphyotrichum chilense"
"11033","54","49",0,"Anthophorula cerei","Symphyotrichum subulatum"
"11034","54","5",3e-04,"Anthophorula cerei","Rhus integrifolia"
"11035","54","50",0.003,"Anthophorula cerei","Venegasia carpesioides"
"11036","54","51",0.0037,"Anthophorula cerei","Brassica nigra"
"11037","54","52",0.0027,"Anthophorula cerei","Brassica rapa"
"11038","54","53",8e-04,"Anthophorula cerei","Cakile maritima"
"11039","54","54",8e-04,"Anthophorula cerei","Hirschfeldia incana"
"11040","54","55",9e-04,"Anthophorula cerei","Cylindropuntia prolifera"
"11041","54","56",0,"Anthophorula cerei","Opuntia ficus-indica"
"11042","54","57",0.0035,"Anthophorula cerei","Opuntia littoralis"
"11043","54","58",0.0042,"Anthophorula cerei","Opuntia oricola"
"11044","54","59",0.003,"Anthophorula cerei","Crocanthemum greenei"
"11045","54","6",3e-04,"Anthophorula cerei","Rhus ovata"
"11046","54","60",0.0031,"Anthophorula cerei","Crocanthemum scoparium"
"11047","54","61",9e-04,"Anthophorula cerei","Convolvulus arvensis"
"11048","54","62",7e-04,"Anthophorula cerei","Convolvulus simulans"
"11049","54","63",6e-04,"Anthophorula cerei","Cucurbita foetidissima"
"11050","54","64",7e-04,"Anthophorula cerei","Croton setiger"
"11051","54","65",7e-04,"Anthophorula cerei","Euphorbia maculata"
"11052","54","66",7e-04,"Anthophorula cerei","Euphorbia misera"
"11053","54","67",8e-04,"Anthophorula cerei","Euphorbia peplus"
"11054","54","68",0.003,"Anthophorula cerei","Euphorbia spathulata"
"11055","54","69",0.0013,"Anthophorula cerei","Lotus corniculatus"
"11056","54","7",4e-04,"Anthophorula cerei","Toxicodendron diversilobum"
"11057","54","70",6e-04,"Anthophorula cerei","Lupinus arboreus"
"11058","54","71",3e-04,"Anthophorula cerei","Lupinus bicolor"
"11059","54","72",1e-04,"Anthophorula cerei","Lupinus concinnus"
"11060","54","73",1e-04,"Anthophorula cerei","Lupinus hirsutissimus"
"11061","54","74",2e-04,"Anthophorula cerei","Lupinus microcarpus var. microcarpus"
"11062","54","75",1e-04,"Anthophorula cerei","Lupinus succulentus"
"11063","54","76",1e-04,"Anthophorula cerei","Lupinus truncatus"
"11064","54","77",0.0012,"Anthophorula cerei","Medicago polymorpha"
"11065","54","78",1e-04,"Anthophorula cerei","Medicago sativa"
"11066","54","79",2e-04,"Anthophorula cerei","Trifolium albopurpureum"
"11067","54","8",0.0012,"Anthophorula cerei","Daucus pusillus"
"11068","54","80",1e-04,"Anthophorula cerei","Trifolium ciliolatum"
"11069","54","81",2e-04,"Anthophorula cerei","Trifolium depauperatum var. truncatum"
"11070","54","82",2e-04,"Anthophorula cerei","Trifolium fucatum"
"11071","54","83",4e-04,"Anthophorula cerei","Trifolium gracilentum"
"11072","54","84",1e-04,"Anthophorula cerei","Trifolium macraei"
"11073","54","85",4e-04,"Anthophorula cerei","Trifolium microcephalum"
"11074","54","86",4e-04,"Anthophorula cerei","Trifolium variegatum var. major"
"11075","54","87",1e-04,"Anthophorula cerei","Trifolium willdenovii"
"11076","54","88",4e-04,"Anthophorula cerei","Frankenia salina"
"11077","54","89",4e-04,"Anthophorula cerei","Phacelia cicutaria var. hispida"
"11078","54","9",0.0034,"Anthophorula cerei","Foeniculum vulgare"
"11079","54","90",7e-04,"Anthophorula cerei","Phacelia distans"
"11080","54","91",7e-04,"Anthophorula cerei","Phacelia grandiflora"
"11081","54","92",7e-04,"Anthophorula cerei","Phacelia hubbyi"
"11082","54","93",9e-04,"Anthophorula cerei","Phacelia ramosissima"
"11083","54","94",4e-04,"Anthophorula cerei","Phacelia viscida var. viscida"
"11084","54","95",2e-04,"Anthophorula cerei","Marrubium vulgare"
"11085","54","96",3e-04,"Anthophorula cerei","Salvia columbariae"
"11086","54","97",3e-04,"Anthophorula cerei","Salvia leucophylla"
"11087","54","98",2e-04,"Anthophorula cerei","Salvia mellifera"
"11088","54","99",3e-04,"Anthophorula cerei","Stachys bullata"
"11089","55","1",0.2772,"Habropoda depressa","Carpobrotus chilensis"
"11090","55","10",0.2769,"Habropoda depressa","Asclepias fascicularis"
"11091","55","100",0.1598,"Habropoda depressa","Lythrum californicum"
"11092","55","101",0.1604,"Habropoda depressa","Lythrum hyssopifolia"
"11093","55","102",0.1621,"Habropoda depressa","Abronia maritima"
"11094","55","103",0.1619,"Habropoda depressa","Abronia umbellata var. umbellata"
"11095","55","104",0.2791,"Habropoda depressa","Clarkia davyi"
"11096","55","105",0.2768,"Habropoda depressa","Clarkia epilobioides"
"11097","55","106",0.2795,"Habropoda depressa","Clarkia purpurea subsp. quadrivulnera"
"11098","55","107",0.1506,"Habropoda depressa","Clarkia unguiculata"
"11099","55","108",0.3359,"Habropoda depressa","Oxalis californica"
"11100","55","109",0.3398,"Habropoda depressa","Oxalis corniculata"
"11101","55","11",0.2748,"Habropoda depressa","Achillea millefolium"
"11102","55","110",0.3371,"Habropoda depressa","Oxalis pes-caprae"
"11103","55","111",0.4943,"Habropoda depressa","Dendromecon harfordii"
"11104","55","112",0.2807,"Habropoda depressa","Eschscholzia californica"
"11105","55","113",0.2766,"Habropoda depressa","Eschscholzia ramosa"
"11106","55","114",0.158,"Habropoda depressa","Keckiella cordifolia"
"11107","55","115",0.2781,"Habropoda depressa","Ceanothus arboreus"
"11108","55","116",0.2769,"Habropoda depressa","Heteromeles arbutifolia"
"11109","55","117",0.2733,"Habropoda depressa","Rosa californica"
"11110","55","118",0.1618,"Habropoda depressa","Solanum douglasii"
"11111","55","119",0.156,"Habropoda depressa","Solanum elaeagnifolium"
"11112","55","12",0.2768,"Habropoda depressa","Anthemis cotula"
"11113","55","120",0.1602,"Habropoda depressa","Solanum wallacei"
"11114","55","121",0.2806,"Habropoda depressa","Calochortus albus"
"11115","55","122",0.2792,"Habropoda depressa","Calochortus catalinae"
"11116","55","123",0.4961,"Habropoda depressa","Calochortus luteus"
"11117","55","124",0.2729,"Habropoda depressa","Ceanothus megacarpus var. insularis"
"11118","55","125",0.1641,"Habropoda depressa","Lupinus albifrons var. albifrons"
"11119","55","126",0.161,"Habropoda depressa","Raphanus raphanistrum"
"11120","55","13",0.4969,"Habropoda depressa","Centaurea benedicta"
"11121","55","14",0.5005,"Habropoda depressa","Centaurea melitensis"
"11122","55","15",0.5024,"Habropoda depressa","Centaurea solstitialis"
"11123","55","16",0,"Habropoda depressa","Cichorium intybus"
"11124","55","17",0.2798,"Habropoda depressa","Cirsium brevistylum"
"11125","55","18",0.2761,"Habropoda depressa","Cirsium occidentale var. californicum"
"11126","55","19",0.2761,"Habropoda depressa","Cirsium occidentale var. occidentale"
"11127","55","2",0.4946,"Habropoda depressa","Carpobrotus edulis"
"11128","55","20",0.2769,"Habropoda depressa","Cirsium vulgare"
"11129","55","21",0.274,"Habropoda depressa","Corethrogyne filaginifolia"
"11130","55","22",0.5013,"Habropoda depressa","Encelia californica"
"11131","55","23",0.2775,"Habropoda depressa","Erigeron bonariensis"
"11132","55","24",0.2788,"Habropoda depressa","Erigeron canadensis"
"11133","55","25",0.2772,"Habropoda depressa","Erigeron foliosus var. foliosus"
"11134","55","26",0.2798,"Habropoda depressa","Erigeron glaucus"
"11135","55","27",0,"Habropoda depressa","Erigeron sanctarum"
"11136","55","28",0.2741,"Habropoda depressa","Erigeron sumatrensis"
"11137","55","29",0.4966,"Habropoda depressa","Glebionis coronaria"
"11138","55","3",0.273,"Habropoda depressa","Mesembryanthemum crystallinum"
"11139","55","30",0.4905,"Habropoda depressa","Helianthus annuus"
"11140","55","31",0.4923,"Habropoda depressa","Helminthotheca echioides"
"11141","55","32",0.4983,"Habropoda depressa","Heterotheca grandiflora"
"11142","55","33",0.5005,"Habropoda depressa","Layia platyglossa"
"11143","55","34",0,"Habropoda depressa","Lepidospartum squamatum"
"11144","55","35",0.2754,"Habropoda depressa","Pseudognaphalium beneolens"
"11145","55","36",0.2805,"Habropoda depressa","Pseudognaphalium biolettii"
"11146","55","37",0.2764,"Habropoda depressa","Pseudognaphalium californicum"
"11147","55","38",0.2767,"Habropoda depressa","Pseudognaphalium luteoalbum"
"11148","55","39",0,"Habropoda depressa","Pseudognaphalium microcephalum"
"11149","55","4",0.2719,"Habropoda depressa","Mesembryanthemum nodiflorum"
"11150","55","40",0.2793,"Habropoda depressa","Pseudognaphalium ramosissimum"
"11151","55","41",0.4952,"Habropoda depressa","Pseudognaphalium stramineum"
"11152","55","42",0.5024,"Habropoda depressa","Sonchus asper subsp. asper"
"11153","55","43",0.5018,"Habropoda depressa","Sonchus oleraceus"
"11154","55","44",0.2749,"Habropoda depressa","Stephanomeria cichoriacea"
"11155","55","45",0,"Habropoda depressa","Stephanomeria diegensis"
"11156","55","46",0.2839,"Habropoda depressa","Stephanomeria exigua ssp. coronaria"
"11157","55","47",0,"Habropoda depressa","Stephanomeria virgata subsp. virgata"
"11158","55","48",0,"Habropoda depressa","Symphyotrichum chilense"
"11159","55","49",0,"Habropoda depressa","Symphyotrichum subulatum"
"11160","55","5",0.2779,"Habropoda depressa","Rhus integrifolia"
"11161","55","50",0.4939,"Habropoda depressa","Venegasia carpesioides"
"11162","55","51",0.4964,"Habropoda depressa","Brassica nigra"
"11163","55","52",0.496,"Habropoda depressa","Brassica rapa"
"11164","55","53",0.282,"Habropoda depressa","Cakile maritima"
"11165","55","54",0.3344,"Habropoda depressa","Hirschfeldia incana"
"11166","55","55",0.2783,"Habropoda depressa","Cylindropuntia prolifera"
"11167","55","56",0,"Habropoda depressa","Opuntia ficus-indica"
"11168","55","57",0.4915,"Habropoda depressa","Opuntia littoralis"
"11169","55","58",0.4985,"Habropoda depressa","Opuntia oricola"
"11170","55","59",0.4991,"Habropoda depressa","Crocanthemum greenei"
"11171","55","6",0.2725,"Habropoda depressa","Rhus ovata"
