family	genus	specificEpithet	infraSpecificEpithet	ScientificName
Fabaceae	Trifolium	fucatum	gambelii	Trifolium fucatum var. gambelii
Fabaceae	Trifolium	gambelii		Trifolium gambelii
Fabaceae	Trifolium	gracilentum		Trifolium gracilentum
Fabaceae	Trifolium	gracilentum	gracilentum	Trifolium gracilentum var. gracilentum
Fabaceae	Trifolium	macraei		Trifolium macraei
Fabaceae	Trifolium	macrocephalum		Trifolium macrocephalum
Fabaceae	Trifolium	microcephalum		Trifolium microcephalum
Fabaceae	Trifolium	microdon		Trifolium microdon
Fabaceae	Trifolium	obtusiflorum		Trifolium obtusiflorum
Fabaceae	Trifolium	tridentatum		Trifolium tridentatum
Fabaceae	Trifolium	tridentatum	aciculare	Trifolium tridentatum var. aciculare
Fabaceae				Trifolium tridentatum var. tridentatum
Fabaceae	Trifolium	truncatum		Trifolium truncatum
Fabaceae	Trifolium	variegatum		Trifolium variegatum
Fabaceae	Trifolium	variegatum	melananthum	Trifolium variegatum var. melananthum
Fabaceae				Trifolium variegatum var. variegatum
Fabaceae	Trifolium	willdenovii		Trifolium willdenovii
Fabaceae	Vicia			Vicia
Fabaceae	Vicia	americana		Vicia americana
Fabaceae	Vicia	americana	americana	Vicia americana subsp. americana
Fabaceae	Vicia	americana	americana	Vicia americana var. americana
Fabaceae	Vicia	benghalensis		Vicia benghalensis
Fabaceae	Vicia	exigua		Vicia exigua
Fabaceae	Vicia	exigua	hassei	Vicia exigua var. hassei
Fabaceae	Vicia	hassei		Vicia hassei
Fabaceae	Vicia	ludoviciana		Vicia ludoviciana
Fabaceae	Vicia	ludoviciana	ludoviciana	Vicia ludoviciana var. ludoviciana
Fabaceae	Vicia	sativa		Vicia sativa
Fabaceae	Vicia	villosa		Vicia villosa
Fabaceae	Vicia	villosa	villosa	Vicia villosa subsp. villosa
Fagaceae	Quercus			Quercus
Fagaceae	Quercus	agrifolia		Quercus agrifolia
Fagaceae	Quercus	agrifolia	agrifolia	Quercus agrifolia var. agrifolia
Fagaceae	Quercus	berberidifolia		Quercus berberidifolia
Fagaceae	Quercus	chrysolepis		Quercus chrysolepis
Fagaceae	Quercus	douglasii		Quercus douglasii
Fagaceae	Quercus	durata	durata	Quercus durata var. durata
Fagaceae	Quercus	kelloggii		Quercus kelloggii
Fagaceae	Quercus	lobata		Quercus lobata
Fagaceae				Quercus lobata hybrid
Fagaceae				Quercus macdonaldii
Fagaceae				Quercus morehus
Fagaceae	Quercus	pacifica		Quercus pacifica
Fagaceae	Quercus	parvula		Quercus parvula
Fagaceae	Quercus	parvula	parvula	Quercus parvula var. parvula
Fagaceae	Quercus	parvula	shrevei	Quercus parvula var. shrevei
Fagaceae				Quercus parvula var. shrevei X Q. wislizenii var. frutescens
Fagaceae	Quercus	tomentella		Quercus tomentella
Fagaceae				Quercus tomentella x chrysolepis
Fagaceae	Quercus	vacciniifolia		Quercus vacciniifolia
Fagaceae	Quercus	wislizeni		Quercus wislizeni
Fagaceae				Quercus wislizeni var. parvula
Fagaceae	Quercus	wislizeni	wislizeni	Quercus wislizeni var. wislizeni
Fagaceae	Quercus	wislizenii		Quercus wislizenii
Fagaceae	Quercus	X jolonensis		Quercus X jolonensis
Fagaceae	Quercus	X macdonaldii		Quercus X macdonaldii
Fagaceae				Quercus x morehus
Fagaceae				Quercus x morheus
Frankeniaceae	Frankenia			Frankenia
Frankeniaceae	Frankenia	grandifolia		Frankenia grandifolia
Frankeniaceae				Frankenia grandifolia var. grandifolia
Frankeniaceae	Frankenia	salina		Frankenia salina
Garryaceae	Garrya			Garrya
Garryaceae	Garrya	elliptica		Garrya elliptica
Garryaceae	Garrya	veatchii		Garrya veatchii
Gentianaceae	Centaurium			Centaurium
Gentianaceae	Centaurium	davyi		Centaurium davyi
Gentianaceae	Centaurium	venustum		Centaurium venustum
Gentianaceae	Zeltnera	davyi		Zeltnera davyi
Gentianaceae	Zeltnera	venusta		Zeltnera venusta
Geraniaceae	Erodium			Erodium
Geraniaceae	Erodium	botrys		Erodium botrys
Geraniaceae	Erodium	brachycarpum		Erodium brachycarpum
Geraniaceae	Erodium	cicutarium		Erodium cicutarium
Geraniaceae	Erodium	macrophyllum		Erodium macrophyllum
Geraniaceae	Erodium	moschatum		Erodium moschatum
Geraniaceae	Geranium			Geranium
Geraniaceae	Geranium	carolinianum		Geranium carolinianum
Geraniaceae	Geranium	dissectum		Geranium dissectum
Geraniaceae	Geranium	molle		Geranium molle
Geraniaceae	Pelargonium			Pelargonium
Geraniaceae	Pelargonium	X hortorum		Pelargonium X hortorum
Grossulariaceae	Ribes			Ribes
Grossulariaceae	Ribes	indecorum		Ribes indecorum
Grossulariaceae	Ribes	malvaceum		Ribes malvaceum
Grossulariaceae	Ribes	malvaceum	malvaceum	Ribes malvaceum var. malvaceum
Grossulariaceae	Ribes	menziesii		Ribes menziesii
Grossulariaceae				Ribes menziesii subsp. thacherianum
Grossulariaceae	Ribes	menziesii	menziesii	Ribes menziesii var. menziesii
Grossulariaceae	Ribes	menziesii	thacherianum	Ribes menziesii var. thacherianum
Grossulariaceae	Ribes	thatcherianum		Ribes thatcherianum
Hazardia	Haplopappus	squarrosus	grindelioides	Haplopappus squarrosus subsp. grindelioides
Heliotropiaceae	Heliotropium	curassavicum		Heliotropium curassavicum
Heliotropiaceae	Heliotropium	curassavicum	oculatum	Heliotropium curassavicum var. oculatum
Hydrophyllaceae	Emmenanthe	penduliflora		Emmenanthe penduliflora
Hydrophyllaceae	Eucrypta	chrysanthemifolia		Eucrypta chrysanthemifolia
Hydrophyllaceae	Eucrypta	chrysanthemifolia	chrysanthemifolia	Eucrypta chrysanthemifolia var. chrysanthemifolia
Hydrophyllaceae	Heliotropium	curassavicum	oculatum	Heliotropium curassavicum var. oculatum
Hydrophyllaceae	Nemophila	pedunculata		Nemophila pedunculata
Hydrophyllaceae	Phacelia			Phacelia
Hydrophyllaceae	Phacelia	cicutaria		Phacelia cicutaria
Hydrophyllaceae	Phacelia	cicutaria	hispida	Phacelia cicutaria var. hispida
Hydrophyllaceae	Phacelia	cicutaria	hubbyi	Phacelia cicutaria var. hubbyi
Hydrophyllaceae	Phacelia	distans		Phacelia distans
Hydrophyllaceae	Phacelia	grandiflora		Phacelia grandiflora
Hydrophyllaceae				Phacelia hubbyi
Hydrophyllaceae	Phacelia	ramosissima		Phacelia ramosissima
Hydrophyllaceae	Phacelia	ramosissima	austrolitoralis	Phacelia ramosissima var. austrolitoralis
Hydrophyllaceae	Phacelia	ramosissima	montereyensis	Phacelia ramosissima var. montereyensis
Hydrophyllaceae	Phacelia	tanacetifolia		Phacelia tanacetifolia
Hydrophyllaceae	Phacelia	viscida		Phacelia viscida
Hydrophyllaceae				Phacelia viscida var. viscida
Hydrophyllaceae	Pholistoma	auritum		Pholistoma auritum
Hydrophyllaceae	Pholistoma	auritum	auritum	Pholistoma auritum var. auritum
Hydrophyllaceae	Pholistoma	racemosum		Pholistoma racemosum
Iridaceae	Iris			Iris
Iridaceae	Sisyrinchium			Sisyrinchium
Iridaceae	Sisyrinchium	bellum		Sisyrinchium bellum
Juglandaceae	Juglans			Juglans
Juglandaceae	Juglans	californica		Juglans californica
Juglandaceae	Juglans	regia		Juglans regia
Juncaceae	Juncus			Juncus
Juncaceae	Juncus	balticus	mexicanus	Juncus balticus subsp. mexicanus
Juncaceae	Juncus	bufonius		Juncus bufonius
Juncaceae	Juncus	bufonius	bufonius	Juncus bufonius var. bufonius
Juncaceae	Juncus	bufonius	congestus	Juncus bufonius var. congestus
Juncaceae	Juncus	mexicanus		Juncus mexicanus
Juncaceae	Juncus	patens		Juncus patens
Juncaceae	Juncus	xiphioides		Juncus xiphioides
Juncaceae	Luzula			Luzula
Juncaceae	Luzula	comosa		Luzula comosa
Juncaceae	Luzula	subsessilis		Luzula subsessilis
Lamiaceae	Clinopodium	douglasii		Clinopodium douglasii
Lamiaceae	Lamium	amplexicaule		Lamium amplexicaule
Lamiaceae	Lepechinia	calycina		Lepechinia calycina
Lamiaceae	Lepechinia	fragrans		Lepechinia fragrans
Lamiaceae	Marrubium	vulgare		Marrubium vulgare
Lamiaceae	Mentha			Mentha
Lamiaceae	Mentha	spicata		Mentha spicata
Lamiaceae	Salvia	columbariae		Salvia columbariae
Lamiaceae	Salvia	columbariae	columbariae	Salvia columbariae var. columbariae
Lamiaceae	Salvia	leucophylla		Salvia leucophylla
Lamiaceae	Salvia	mellifera		Salvia mellifera
Lamiaceae	Satureja	douglasii		Satureja douglasii
Lamiaceae	Scutellaria	tuberosa		Scutellaria tuberosa
Lamiaceae	Scutellaria	tuberosa	similis	Scutellaria tuberosa var. similis
Lamiaceae				Sphacele fragrans
Lamiaceae	Stachys			Stachys
Lamiaceae	Stachys	bullata		Stachys bullata
Lamiaceae				Stachys rigida subsp. rigida
LEG	Lotus	scoparius	dendroideus	Lotus scoparius var. dendroideus
Liliaceae	Allium	praecox		Allium praecox
Liliaceae	Bloomeria	crocea	crocea	Bloomeria crocea var. crocea
Liliaceae	Calochortus	albus		Calochortus albus
Liliaceae	Calochortus	albus	rubellus	Calochortus albus var. rubellus
Liliaceae	Calochortus	catalinae		Calochortus catalinae
Liliaceae	Calochortus	luteus		Calochortus luteus
Liliaceae	Dichelostemma	capitatum		Dichelostemma capitatum
Liliaceae	Dichelostemma	capitatum	capitatum	Dichelostemma capitatum subsp. capitatum
Liliaceae	Lilium	humboldtii		Lilium humboldtii
Liliaceae	Lilium	humboldtii	humboldtii	Lilium humboldtii subsp. humboldtii
Liliaceae	Lilium	humboldtii	ocellatum	Lilium humboldtii subsp. ocellatum
Liliaceae	Lilium	humboldtii	ocellatum	Lilium humboldtii var. ocellatum
Liliaceae	Toxicoscordion	fremontii		Toxicoscordion fremontii
Liliaceae	Zigadenus	fremontii		Zigadenus fremontii
Loasaceae	Mentzelia	affinis		Mentzelia affinis
Loasaceae	Mentzelia	micrantha		Mentzelia micrantha
Lythraceae	Lythrum			Lythrum
Lythraceae	Lythrum	californicum		Lythrum californicum
Lythraceae	Lythrum	hyssopifolia		Lythrum hyssopifolia
Malpighiaceae				Cottsia californica
Malvaceae	Abutilon	californicum		Abutilon californicum
Malvaceae	Alcea	rosea		Alcea rosea
Malvaceae	Althaea	rosea		Althaea rosea
Malvaceae	Lavatera	assurgentiflora		Lavatera assurgentiflora
Malvaceae	Lavatera	assurgentiflora	assurgentiflora	Lavatera assurgentiflora subsp. assurgentiflora
Malvaceae	Lavatera	assurgentiflora	glabra	Lavatera assurgentiflora subsp. glabra
Malvaceae	Malacothamnus	fasciculatus		Malacothamnus fasciculatus
Malvaceae	Malacothamnus	fasciculatus	nesioticus	Malacothamnus fasciculatus var. nesioticus
Malvaceae	Malva	nicaeensis		Malva nicaeensis
Malvaceae	Malva	parviflora		Malva parviflora
Malvaceae	Malvastrum	davidsonii		Malvastrum davidsonii
Malvaceae	Malvastrum	nesioticum		Malvastrum nesioticum
Malvaceae				Malvastrum nesioticum subsp. fasciculatus
Malvaceae	Melochia	tomentosa	frutescens	Melochia tomentosa var. frutescens
Malvaceae	Sidalcea			Sidalcea
Malvaceae	Sidalcea	malvaeflora		Sidalcea malvaeflora
Malvaceae	Sidalcea	malviflora		Sidalcea malviflora
Malvaceae	Sidalcea	malviflora	malviflora	Sidalcea malviflora subsp. malviflora
Malvaceae	Sidalcea	neomexicana		Sidalcea neomexicana
Melanthiaceae	Toxicoscordion	fremontii		Toxicoscordion fremontii
Melanthiaceae	Zigadenus	fremontii		Zigadenus fremontii
Melanthiaceae	Zigadenus	fremontii	fremontii	Zigadenus fremontii var. fremontii
Melanthiaceae				Zygadenus fremontii
Melastomataceae				Miconia robinsoniana
Montiaceae	Calandrinia	breweri		Calandrinia breweri
Montiaceae	Calandrinia	ciliata		Calandrinia ciliata
Montiaceae	Calandrinia	ciliata	menziesii	Calandrinia ciliata var. menziesii
Montiaceae	Calandrinia	maritima		Calandrinia maritima
Montiaceae				Calandrinia menziesii
Montiaceae	Calyptridium	monandrum		Calyptridium monandrum
Montiaceae	Cistanthe	maritima		Cistanthe maritima
Montiaceae	Claytonia	parviflora	parviflora	Claytonia parviflora subsp. parviflora
Montiaceae	Claytonia	perfoliata		Claytonia perfoliata
Montiaceae	Claytonia	perfoliata	mexicana	Claytonia perfoliata subsp. mexicana
Montiaceae	Claytonia	perfoliata	perfoliata	Claytonia perfoliata subsp. perfoliata
Montiaceae	Montia	fontana		Montia fontana
Moraceae	Ficus	carica		Ficus carica
Myrsinaceae	Anagallis	arvensis		Anagallis arvensis
Myrsinaceae				Lysimachia arvensis
Myrtaceae	Eucalyptus			Eucalyptus
Myrtaceae	Eucalyptus	camaldulensis		Eucalyptus camaldulensis
Myrtaceae				Eucalyptus camaldulensis var. camaldulensis
Myrtaceae	Eucalyptus	camaldulensis	obtusa	Eucalyptus camaldulensis var. obtusa
Myrtaceae	Eucalyptus	globulus		Eucalyptus globulus
Myrtaceae	Eucalyptus	rudis		Eucalyptus rudis
Myrtaceae	Eucalyptus	sideroxylon		Eucalyptus sideroxylon
Myrtaceae	Eucalyptus	tereticornis		Eucalyptus tereticornis
not entered				Brassica tournefortii? raphanus?
not entered				Bromus sterilis/madritensis
not entered				Calamagrostis?
not entered				Calystegia macrostegia (cyclostegia?)
not entered				Caucalis (Yabea)
not entered				Diplacus longiflorus x D. parviflorus
not entered				Dudleya candelabrum (x greenei?)
not entered				Festuca pratensis/Elymus triticoides
not entered				Galium nuttallii?
not entered				Galium porrigens?
not entered				Haplopappus venetus subsp. sedoides
not entered				Hazardia detonsa x squarrosa
not entered				Hordeum depressum/intercendens
not entered				Hordeum depressum?
not entered				Hordeum geniculatum/depressum
not entered				Hordeum gussoneanum?
not entered				Hordeum intercedens?
not entered				Koeleria/Poa
not entered				Lasthenia?
not entered				Lotus humistratus/subpinnatus
not entered				Lotus humistratus?
not entered				Lupinus nanus ?
not entered				Mallow
not entered				Malva/Lavatera
not entered				Miaoceris
not entered				Microseris douglasii/elegans
not entered				Microseris heterocarpa?
not entered				Phacelia cicutaria ?
not entered				Poa? Agrostis? Agrostis diegoensis?
not entered				Polycarpon tetraphyllum (L.) L. var. tetraphyllum
not entered				Polypodium scouleri x californicum
not entered				Polypogon/Agrostis
not entered				Secale?
not entered				SEDO
not entered				Spergularia bocconii?
not entered				Stylomecon?
not entered				Thelypodium ?
not entered				Uribea raduline
not entered				Vicia americana?
not entered				Vicia/Lathryus
Nyctaginaceae	Abronia			Abronia
Nyctaginaceae	Abronia	maritima		Abronia maritima
Nyctaginaceae	Abronia	umbellata		Abronia umbellata
Nyctaginaceae	Abronia	umbellata	alba	Abronia umbellata subsp. alba
Nyctaginaceae	Abronia	umbellata	umbellata	Abronia umbellata var. umbellata
Nyctaginaceae	Abronia	villosa		Abronia villosa
Nyctaginaceae	Mirabilis	californica		Mirabilis californica
Nyctaginaceae	Mirabilis	californica	californica	Mirabilis californica var. californica
Nyctaginaceae	Mirabilis	laevis		Mirabilis laevis
Nyctaginaceae	Mirabilis	laevis	crassifolia	Mirabilis laevis var. crassifolia
Oleaceae	Olea	europaea		Olea europaea
Onagraceae	Camissonia			Camissonia
Onagraceae	Camissonia	andina		Camissonia andina
Onagraceae	Camissonia	californica		Camissonia californica
Onagraceae	Camissonia	cheiranthifolia		Camissonia cheiranthifolia
Onagraceae	Camissonia	cheiranthifolia	cheiranthifolia	Camissonia cheiranthifolia subsp. cheiranthifolia
Onagraceae	Camissonia	hirtella		Camissonia hirtella
Onagraceae	Camissonia	ignota		Camissonia ignota
Onagraceae	Camissonia	intermedia		Camissonia intermedia
Onagraceae	Camissonia	micrantha		Camissonia micrantha
Onagraceae	Camissonia	robusta		Camissonia robusta
Onagraceae	Camissoniopsis	cheiranthifolia		Camissoniopsis cheiranthifolia
Onagraceae	Camissoniopsis	cheiranthifolia	cheiranthifolia	Camissoniopsis cheiranthifolia subsp. cheiranthifolia
Onagraceae	Camissoniopsis	hirtella		Camissoniopsis hirtella
Onagraceae	Camissoniopsis	ignota		Camissoniopsis ignota
Onagraceae	Camissoniopsis	intermedia		Camissoniopsis intermedia
Onagraceae	Camissoniopsis	micrantha		Camissoniopsis micrantha
Onagraceae	Camissoniopsis	robusta		Camissoniopsis robusta
Onagraceae	Clarkia			Clarkia
Onagraceae	Clarkia	epilobioides		Clarkia epilobioides
Onagraceae	Clarkia	purpurea		Clarkia purpurea
Onagraceae	Clarkia	purpurea	quadrivulnera	Clarkia purpurea subsp. quadrivulnera
Onagraceae	Clarkia	unguiculata		Clarkia unguiculata
Onagraceae	Epilobium	adenocaulon		Epilobium adenocaulon
Onagraceae	Epilobium	brachycarpum		Epilobium brachycarpum
Onagraceae	Epilobium	californicum		Epilobium californicum
Onagraceae	Epilobium	canum		Epilobium canum
Onagraceae	Epilobium	canum	canum	Epilobium canum subsp. canum
Onagraceae	Epilobium	canum	latifolium	Epilobium canum subsp. latifolium
Onagraceae	Epilobium	ciliatum		Epilobium ciliatum
Onagraceae	Epilobium	ciliatum	ciliatum	Epilobium ciliatum subsp. ciliatum
Onagraceae	Eulobus	californicus		Eulobus californicus
Onagraceae	Gaura	drummondii		Gaura drummondii
Onagraceae	Ludwigia	peploides		Ludwigia peploides
Onagraceae	Ludwigia	peploides	peploides	Ludwigia peploides subsp. peploides
Onagraceae	Ludwigia	repens		Ludwigia repens
Onagraceae	Oenothera	elata		Oenothera elata
Onagraceae	Oenothera	elata	hirsutissima	Oenothera elata subsp. hirsutissima
Onagraceae	Oenothera	elata	hookeri	Oenothera elata subsp. hookeri
Onagraceae				Oenothera hispida
Onagraceae	Oenothera	micrantha		Oenothera micrantha
Onagraceae	Zauschneria	californica	mexicana	Zauschneria californica subsp. mexicana
Onagraceae	Zauschneria	cana		Zauschneria cana
Onagraceae				Zauschneria villosa subsp. canum
Orchidaceae	Epipactis	gigantea		Epipactis gigantea
Orchidaceae	Habenaria	elegans		Habenaria elegans
Orchidaceae	Piperia			Piperia
Orchidaceae	Piperia	elongata		Piperia elongata
Orchidaceae	Piperia	michaelii		Piperia michaelii
Orobanchaceae	Aphyllon	fasciculatum		Aphyllon fasciculatum
Orobanchaceae				Aphyllon parishii subsp. brachylobum
Orobanchaceae				Aphyllon purpureum
Orobanchaceae	Aphyllon	tuberosum		Aphyllon tuberosum
Orobanchaceae	Castilleja	affinis		Castilleja affinis
Orobanchaceae	Castilleja	affinis	affinis	Castilleja affinis subsp. affinis
Orobanchaceae	Castilleja	affinis	insularis	Castilleja affinis subsp. insularis
Orobanchaceae	Castilleja	attenuata		Castilleja attenuata
Orobanchaceae	Castilleja	densiflora		Castilleja densiflora
Orobanchaceae	Castilleja	densiflora	densiflora	Castilleja densiflora subsp. densiflora
Orobanchaceae	Castilleja	densiflora	gracilis	Castilleja densiflora subsp. gracilis
Orobanchaceae	Castilleja	exserta		Castilleja exserta
Orobanchaceae	Castilleja	exserta	exserta	Castilleja exserta subsp. exserta
Orobanchaceae	Castilleja	foliolosa		Castilleja foliolosa
Orobanchaceae	Castilleja	lanata	hololeuca	Castilleja lanata subsp. hololeuca
Orobanchaceae	Castilleja	wightii		Castilleja wightii
Orobanchaceae	Orobanche	bulbosa		Orobanche bulbosa
Orobanchaceae	Orobanche	fasciculata		Orobanche fasciculata
Orobanchaceae	Orobanche	fasciculata	franciscana	Orobanche fasciculata var. franciscana
Orobanchaceae	Orobanche	parishii	brachyloba	Orobanche parishii subsp. brachyloba
Orobanchaceae	Orobanche	parishii	brachylob	Orobanche parishii var. brachylob
Orobanchaceae	Orobanche	uniflora		Orobanche uniflora
Orobanchaceae	Orobanche	uniflora	occidentalis	Orobanche uniflora subsp. occidentalis
Orobanchaceae	Orthocarpus			Orthocarpus
Orobanchaceae	Orthocarpus	densiflorus		Orthocarpus densiflorus
Orobanchaceae	Orthocarpus	densiflorus	densiflorus	Orthocarpus densiflorus var. densiflorus
Orobanchaceae	Orthocarpus	densiflorus	gracilis	Orthocarpus densiflorus var. gracilis
Orobanchaceae	Orthocarpus	purpurascens		Orthocarpus purpurascens
Orobanchaceae	Orthocarpus	purpurascens	pallidus	Orthocarpus purpurascens var. pallidus
Orobanchaceae	Orthocarpus	purpurascens	purpurascens	Orthocarpus purpurascens var. purpurascens
Oxalidaceae	Oxalis			Oxalis
Oxalidaceae	Oxalis	albicans	californica	Oxalis albicans subsp. californica
Oxalidaceae	Oxalis	albicans	pilosa	Oxalis albicans subsp. pilosa
Oxalidaceae	Oxalis	californica		Oxalis californica
Oxalidaceae	Oxalis	corniculata		Oxalis corniculata
Oxalidaceae				Oxalis corniculata subsp. corniculata
Oxalidaceae	Oxalis	pes-caprae		Oxalis pes-caprae
Oxalidaceae	Oxalis	pilosa		Oxalis pilosa
PAP	Dendromecon	harfordii		Dendromecon harfordii
Papaveraceae				Dendromecon flexile
Papaveraceae	Dendromecon	harfordii		Dendromecon harfordii
Papaveraceae	Dendromecon	rigida		Dendromecon rigida
Papaveraceae	Dendromecon	rigida	harfordii	Dendromecon rigida subsp. harfordii
Papaveraceae	Eschscholzia			Eschscholzia
Papaveraceae	Eschscholzia	californica		Eschscholzia californica
Papaveraceae	Eschscholzia	californica	californica	Eschscholzia californica subsp. californica
Papaveraceae				Eschscholzia californica var. californica
Papaveraceae	Eschscholzia	californica	maritima	Eschscholzia californica var. maritima
Papaveraceae	Eschscholzia	californica	peninsularis	Eschscholzia californica var. peninsularis
Papaveraceae				Eschscholzia glauca
Papaveraceae	Eschscholzia	ramosa		Eschscholzia ramosa
Papaveraceae				Eschscholzia trichophylla
Papaveraceae	Meconella	denticulata		Meconella denticulata
Papaveraceae	Papaver	californicum		Papaver californicum
Papaveraceae	Papaver	somniferum		Papaver somniferum
Papaveraceae	Platystemon	californicus		Platystemon californicus
Papaveraceae	Platystemon	californicus	crinitus	Platystemon californicus var. crinitus
Papaveraceae	Platystemon	californicus	nutans	Platystemon californicus var. nutans
Papaveraceae	Stylomecon	heterophylla		Stylomecon heterophylla
Passifloraceae				Passiflora fruticosa
Phrymaceae	Diplacus	aurantiacus		Diplacus aurantiacus
Phrymaceae	Diplacus	latifolius		Diplacus latifolius
Phrymaceae	Diplacus	longiflorus		Diplacus longiflorus
Phrymaceae				Diplacus longiflorus x parviflorus
Phrymaceae	Diplacus	parviflorus		Diplacus parviflorus
Phrymaceae	Erythranthe	cardinalis		Erythranthe cardinalis
Phrymaceae				Erythranthe floribunda
Phrymaceae				Erythranthe guttata
Phrymaceae				Erythranthe nudata
Phrymaceae	Mimulus			Mimulus
Phrymaceae	Mimulus	aurantiacus		Mimulus aurantiacus
Phrymaceae	Mimulus	aurantiacus	aurantiacus	Mimulus aurantiacus var. aurantiacus
Phrymaceae				Mimulus aurantiacus var. parviflorus
Phrymaceae				Mimulus aurantiacus var. parviflorus x Mimulus aurantiacus var. pubescens
Phrymaceae				Mimulus aurantiacus var. pubescens
Phrymaceae	Mimulus	cardinalis		Mimulus cardinalis
Phrymaceae	Mimulus	flemingii		Mimulus flemingii
Phrymaceae	Mimulus	guttatus		Mimulus guttatus
Phrymaceae				Mimulus guttatus subsp. guttatus
Phrymaceae	Mimulus	guttatus	micranthus	Mimulus guttatus subsp. micranthus
Phrymaceae	Mimulus	guttatus	guttatus	Mimulus guttatus var. guttatus
Phrymaceae	Mimulus	latifolius		Mimulus latifolius
Phrymaceae	Mimulus	longiflorus		Mimulus longiflorus
Phrymaceae	Mimulus	nasutus		Mimulus nasutus
Phrymaceae	Mimulus	parviflorus		Mimulus parviflorus
Phyrmaceae				Mimulus aurantiacus var. parviflorus
Phyrmaceae				Mimulus aurantiacus var. pubescens
Phyrmaceae	Mimulus	cardinalis		Mimulus cardinalis
Phyrmaceae	Mimulus	guttatus		Mimulus guttatus
Pinaceae	Pinus			Pinus
Pinaceae	Pinus	muricata		Pinus muricata
Pinaceae	Pinus	muricata	muricata	Pinus muricata var. muricata
Pinaceae	Pinus	muricata	remorata	Pinus muricata var. remorata
Pinaceae	Pinus	muricata	stantonii	Pinus muricata var. stantonii
Pinaceae	Pinus	pinea		Pinus pinea
Pinaceae	Pinus	radiata		Pinus radiata
Pinaceae	Pinus	remorata		Pinus remorata
Pinaceae	Pinus	remorata	remorata	Pinus remorata var. remorata
Piperaceae				Peperomia galapagensis
Piperaceae				Peperomia galioides
Plantaginaceae	Antirrhinum	kelloggii		Antirrhinum kelloggii
Plantaginaceae	Antirrhinum	multiflorum		Antirrhinum multiflorum
Plantaginaceae	Antirrhinum	nuttallianum		Antirrhinum nuttallianum
Plantaginaceae	Antirrhinum	nuttallianum	nuttallianum	Antirrhinum nuttallianum subsp. nuttallianum
Plantaginaceae	Antirrhinum	nuttallianum	subsessile	Antirrhinum nuttallianum subsp. subsessile
Plantaginaceae				Antirrhinum thompsonii
Plantaginaceae	Keckiella			Keckiella
Plantaginaceae	Keckiella	cordifolia		Keckiella cordifolia
Plantaginaceae	Linaria	canadensis	texana	Linaria canadensis var. texana
Plantaginaceae	Nuttallanthus	canadensis		Nuttallanthus canadensis
Plantaginaceae	Nuttallanthus	texanus		Nuttallanthus texanus
Plantaginaceae	Penstemon	cordifolius		Penstemon cordifolius
Plantaginaceae	Plantago			Plantago
Plantaginaceae	Plantago	bigelovii	californica	Plantago bigelovii subsp. californica
Plantaginaceae	Plantago	erecta		Plantago erecta
Plantaginaceae				Plantago erecta subsp. erecta
Plantaginaceae	Plantago	hirtella	galeottiana	Plantago hirtella var. galeottiana
Plantaginaceae	Plantago	insularis		Plantago insularis
Plantaginaceae	Plantago	lanceolata		Plantago lanceolata
Plantaginaceae	Plantago	major		Plantago major
Plantaginaceae				Plantago ovata var. insularis
Plantaginaceae	Plantago	subnuda		Plantago subnuda
Plantaginaceae	Veronica	anagallis-aquatica		Veronica anagallis-aquatica
Plantaginaceae	Veronica	catenata		Veronica catenata
Platanaceae	Platanus	racemosa		Platanus racemosa
Poaceae	Achnatherum	diegoense		Achnatherum diegoense
Poaceae	Aegilops	cylindrica		Aegilops cylindrica
Poaceae	Agrostis			Agrostis
Poaceae	Agrostis	diegoensis		Agrostis diegoensis
Poaceae	Agrostis	exarata		Agrostis exarata
Poaceae	Agrostis	pallens		Agrostis pallens
Poaceae	Agrostis	semiverticillata		Agrostis semiverticillata
Poaceae	Agrostis	viridis		Agrostis viridis
Poaceae	Ammophila	arenaria		Ammophila arenaria
Poaceae	Andropogon	glomeratus		Andropogon glomeratus
Poaceae	Andropogon	glomeratus	glomeratus	Andropogon glomeratus var. glomeratus
Poaceae	Andropogon	glomeratus	scabriglumis	Andropogon glomeratus var. scabriglumis
Poaceae	Aristida			Aristida
Poaceae	Aristida	adscensionis		Aristida adscensionis
Poaceae	Aristida	divaricata		Aristida divaricata
Poaceae	Aristida	hamulosa		Aristida hamulosa
Poaceae	Aristida	purpurea	parishii	Aristida purpurea var. parishii
Poaceae	Aristida	repens		Aristida repens
Poaceae	Aristida	ternipes		Aristida ternipes
Poaceae	Aristida	ternipes	gentilis	Aristida ternipes var. gentilis
Poaceae	Aristida	ternipes	hamulosa	Aristida ternipes var. hamulosa
Poaceae	Arundo	donax		Arundo donax
Poaceae	Avena	barbata		Avena barbata
Poaceae	Avena	fatua		Avena fatua
Poaceae	Avena	sativa		Avena sativa
Poaceae	Bouteloua	disticha		Bouteloua disticha
Poaceae	Bouteloua	reflexa		Bouteloua reflexa
Poaceae	Brachypodium			Brachypodium
Poaceae	Brachypodium	distachyon		Brachypodium distachyon
Poaceae				Briza minor?
Poaceae	Bromus			Bromus
Poaceae	Bromus	arizonicus		Bromus arizonicus
Poaceae	Bromus	berteroanus		Bromus berteroanus
Poaceae	Bromus	carinatus		Bromus carinatus
Poaceae	Bromus	carinatus	carinatus	Bromus carinatus var. carinatus
Poaceae	Bromus	carinatus	marginatus	Bromus carinatus var. marginatus
