"","resolvedPlantNames","genus","resolvedBeeNames","sourceTaxonFamilyName","targetTaxonOrderName","targetTaxonFamilyName","plant_order","n"
"494","Jaumea carnosa","Jaumea","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",2
"495","Keckiella cordifolia","Keckiella","Anthidium illustre","Megachilidae","Lamiales","Plantaginaceae","Lamiales",1
"496","Keckiella cordifolia","Keckiella","Bombus californicus","Apidae","Lamiales","Plantaginaceae","Lamiales",1
"497","Lactuca serriola","Lactuca","Agapostemon texanus","Halictidae","Asterales","Asteraceae","Asterales",2
"498","Lactuca serriola","Lactuca","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",12
"499","Lactuca serriola","Lactuca","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",9
"500","Lactuca serriola","Lactuca","Lasioglossum incompletum","Halictidae","Asterales","Asteraceae","Asterales",34
"501","Lactuca serriola","Lactuca","Lasioglossum kincaidii","Halictidae","Asterales","Asteraceae","Asterales",1
"502","Lactuca serriola","Lactuca","Melissodes lupinus","Apidae","Asterales","Asteraceae","Asterales",3
"503","Laennecia coulteri","Laennecia","Ashmeadiella cactorum","Megachilidae","Asterales","Asteraceae","Asterales",1
"504","Laennecia coulteri","Laennecia","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",16
"505","Laennecia coulteri","Laennecia","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",3
"506","Laennecia coulteri","Laennecia","Hylaeus mesillae","Colletidae","Asterales","Asteraceae","Asterales",8
"507","Laennecia coulteri","Laennecia","Lasioglossum microlepoides","Halictidae","Asterales","Asteraceae","Asterales",2
"508","Lamium amplexicaule","Lamium","Anthophora edwardsii","Apidae","Lamiales","Lamiaceae","Lamiales",1
"509","Lasthenia gracilis","Lasthenia","Bombus melanopygus","Apidae","Asterales","Asteraceae","Asterales",2
"510","Lasthenia gracilis","Lasthenia","Lasioglossum incompletum","Halictidae","Asterales","Asteraceae","Asterales",2
"511","Layia platyglossa","Layia","Agapostemon texanus","Halictidae","Asterales","Asteraceae","Asterales",2
"512","Layia platyglossa","Layia","Bombus melanopygus","Apidae","Asterales","Asteraceae","Asterales",6
"513","Layia platyglossa","Layia","Bombus vosnesenskii","Apidae","Asterales","Asteraceae","Asterales",2
"514","Layia platyglossa","Layia","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",2
"515","Layia platyglossa","Layia","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",3
"516","Layia platyglossa","Layia","Lasioglossum titusi","Halictidae","Asterales","Asteraceae","Asterales",2
"517","Layia platyglossa","Layia","Melissodes lupinus","Apidae","Asterales","Asteraceae","Asterales",1
"518","Layia platyglossa","Layia","Osmia coloradensis","Megachilidae","Asterales","Asteraceae","Asterales",1
"519","Layia platyglossa","Layia","Osmia nemoris","Megachilidae","Asterales","Asteraceae","Asterales",1
"520","Lepidium draba","Lepidium","Andrena prunorum","Andrenidae","Brassicales","Brassicaceae","Brassicales",1
"521","Lepidospartum squamatum","Lepidospartum","Augochlorella pomoniella","Halictidae","Asterales","Asteraceae","Asterales",1
"522","Lomatium utriculatum","Lomatium","Andrena caerulea","Andrenidae","Apiales","Apiaceae","Apiales",3
"523","Lomatium utriculatum","Lomatium","Andrena candida","Andrenidae","Apiales","Apiaceae","Apiales",3
"524","Lomatium utriculatum","Lomatium","Andrena prunorum","Andrenidae","Apiales","Apiaceae","Apiales",2
"525","Lomatium utriculatum","Lomatium","Andrena sola","Andrenidae","Apiales","Apiaceae","Apiales",2
"526","Lomatium utriculatum","Lomatium","Bombus melanopygus","Apidae","Apiales","Apiaceae","Apiales",4
"527","Lomatium utriculatum","Lomatium","Bombus vosnesenskii","Apidae","Apiales","Apiaceae","Apiales",2
"528","Lomatium utriculatum","Lomatium","Ceratina acantha","Apidae","Apiales","Apiaceae","Apiales",2
"529","Lomatium utriculatum","Lomatium","Halictus ligatus","Halictidae","Apiales","Apiaceae","Apiales",1
"530","Lomatium utriculatum","Lomatium","Halictus rubicundus","Halictidae","Apiales","Apiaceae","Apiales",13
"531","Lomatium utriculatum","Lomatium","Halictus tripartitus","Halictidae","Apiales","Apiaceae","Apiales",1
"532","Lomatium utriculatum","Lomatium","Lasioglossum incompletum","Halictidae","Apiales","Apiaceae","Apiales",4
"533","Lomatium utriculatum","Lomatium","Lasioglossum nevadense","Halictidae","Apiales","Apiaceae","Apiales",4
"534","Lomatium utriculatum","Lomatium","Lasioglossum titusi","Halictidae","Apiales","Apiaceae","Apiales",1
"535","Lonicera hispidula","Lonicera","Bombus melanopygus","Apidae","Dipsacales","Caprifoliaceae","Dipsacales",2
"536","Lotus corniculatus","Lotus","Anthidium maculosum","Megachilidae","Fabales","Fabaceae","Fabales",1
"537","Lotus corniculatus","Lotus","Bombus californicus","Apidae","Fabales","Fabaceae","Fabales",7
"538","Lotus corniculatus","Lotus","Bombus melanopygus","Apidae","Fabales","Fabaceae","Fabales",3
"539","Lotus corniculatus","Lotus","Bombus vosnesenskii","Apidae","Fabales","Fabaceae","Fabales",42
"540","Lotus corniculatus","Lotus","Coelioxys octodentatus","Megachilidae","Fabales","Fabaceae","Fabales",1
"541","Lotus corniculatus","Lotus","Halictus ligatus","Halictidae","Fabales","Fabaceae","Fabales",1
"542","Lotus corniculatus","Lotus","Halictus rubicundus","Halictidae","Fabales","Fabaceae","Fabales",2
"543","Lotus corniculatus","Lotus","Halictus tripartitus","Halictidae","Fabales","Fabaceae","Fabales",15
"544","Lotus corniculatus","Lotus","Lasioglossum incompletum","Halictidae","Fabales","Fabaceae","Fabales",1
"545","Lotus corniculatus","Lotus","Megachile angelarum","Megachilidae","Fabales","Fabaceae","Fabales",16
"546","Lotus corniculatus","Lotus","Megachile apicalis","Megachilidae","Fabales","Fabaceae","Fabales",1
"547","Lotus corniculatus","Lotus","Megachile brevis","Megachilidae","Fabales","Fabaceae","Fabales",53
"548","Lotus corniculatus","Lotus","Megachile coquilletti","Megachilidae","Fabales","Fabaceae","Fabales",1
"549","Lotus corniculatus","Lotus","Megachile onobrychidis","Megachilidae","Fabales","Fabaceae","Fabales",17
"550","Lotus corniculatus","Lotus","Megachile rotundata","Megachilidae","Fabales","Fabaceae","Fabales",8
"551","Lupinus arboreus","Lupinus","Bombus melanopygus","Apidae","Fabales","Fabaceae","Fabales",1
"552","Lupinus arboreus","Lupinus","Bombus vosnesenskii","Apidae","Fabales","Fabaceae","Fabales",49
"553","Lupinus bicolor","Lupinus","Bombus californicus","Apidae","Fabales","Fabaceae","Fabales",2
"554","Lupinus bicolor","Lupinus","Bombus melanopygus","Apidae","Fabales","Fabaceae","Fabales",5
"555","Lupinus bicolor","Lupinus","Bombus vosnesenskii","Apidae","Fabales","Fabaceae","Fabales",12
"556","Lupinus bicolor","Lupinus","Halictus tripartitus","Halictidae","Fabales","Fabaceae","Fabales",1
"557","Lupinus bicolor","Lupinus","Megachile coquilletti","Megachilidae","Fabales","Fabaceae","Fabales",1
"558","Lupinus bicolor","Lupinus","Osmia tristella","Megachilidae","Fabales","Fabaceae","Fabales",1
"559","Lupinus succulentus","Lupinus","Anthophora californica","Apidae","Fabales","Fabaceae","Fabales",5
"560","Lupinus succulentus","Lupinus","Bombus californicus","Apidae","Fabales","Fabaceae","Fabales",2
"561","Lupinus succulentus","Lupinus","Bombus melanopygus","Apidae","Fabales","Fabaceae","Fabales",9
"562","Lupinus succulentus","Lupinus","Bombus vosnesenskii","Apidae","Fabales","Fabaceae","Fabales",8
"563","Lupinus succulentus","Lupinus","Habropoda depressa","Apidae","Fabales","Fabaceae","Fabales",1
"564","Lupinus truncatus","Lupinus","Bombus vosnesenskii","Apidae","Fabales","Fabaceae","Fabales",2
"565","Lythrum californicum","Lythrum","Anthidium maculosum","Megachilidae","Myrtales","Lythraceae","Myrtales",1
"566","Madia gracilis","Madia","Halictus farinosus","Halictidae","Asterales","Asteraceae","Asterales",1
"567","Madia gracilis","Madia","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",6
"568","Madia gracilis","Madia","Lasioglossum incompletum","Halictidae","Asterales","Asteraceae","Asterales",6
"569","Madia gracilis","Madia","Lasioglossum titusi","Halictidae","Asterales","Asteraceae","Asterales",12
"570","Madia sativa","Madia","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",1
"571","Malva parviflora","Malva","Halictus ligatus","Halictidae","Malvales","Malvaceae","Malvales",2
"572","Malva parviflora","Malva","Lasioglossum incompletum","Halictidae","Malvales","Malvaceae","Malvales",5
"573","Marrubium vulgare","Marrubium","Agapostemon texanus","Halictidae","Lamiales","Lamiaceae","Lamiales",2
"574","Marrubium vulgare","Marrubium","Anthidium maculosum","Megachilidae","Lamiales","Lamiaceae","Lamiales",4
"575","Marrubium vulgare","Marrubium","Anthophora urbana","Apidae","Lamiales","Lamiaceae","Lamiales",25
"576","Marrubium vulgare","Marrubium","Ashmeadiella cactorum","Megachilidae","Lamiales","Lamiaceae","Lamiales",3
"577","Marrubium vulgare","Marrubium","Ashmeadiella opuntiae","Megachilidae","Lamiales","Lamiaceae","Lamiales",3
"578","Marrubium vulgare","Marrubium","Bombus melanopygus","Apidae","Lamiales","Lamiaceae","Lamiales",8
"579","Marrubium vulgare","Marrubium","Bombus vosnesenskii","Apidae","Lamiales","Lamiaceae","Lamiales",1
"580","Marrubium vulgare","Marrubium","Ceratina acantha","Apidae","Lamiales","Lamiaceae","Lamiales",4
"581","Marrubium vulgare","Marrubium","Diadasia rinconis","Apidae","Lamiales","Lamiaceae","Lamiales",1
"582","Marrubium vulgare","Marrubium","Habropoda depressa","Apidae","Lamiales","Lamiaceae","Lamiales",3
"583","Marrubium vulgare","Marrubium","Halictus ligatus","Halictidae","Lamiales","Lamiaceae","Lamiales",7
"584","Marrubium vulgare","Marrubium","Halictus tripartitus","Halictidae","Lamiales","Lamiaceae","Lamiales",44
"585","Marrubium vulgare","Marrubium","Lasioglossum channelense","Halictidae","Lamiales","Lamiaceae","Lamiales",1
"586","Marrubium vulgare","Marrubium","Lasioglossum incompletum","Halictidae","Lamiales","Lamiaceae","Lamiales",7
"587","Marrubium vulgare","Marrubium","Lasioglossum nevadense","Halictidae","Lamiales","Lamiaceae","Lamiales",10
"588","Marrubium vulgare","Marrubium","Megachile angelarum","Megachilidae","Lamiales","Lamiaceae","Lamiales",3
"589","Marrubium vulgare","Marrubium","Megachile apicalis","Megachilidae","Lamiales","Lamiaceae","Lamiales",2
"590","Marrubium vulgare","Marrubium","Megachile brevis","Megachilidae","Lamiales","Lamiaceae","Lamiales",5
"591","Marrubium vulgare","Marrubium","Megachile coquilletti","Megachilidae","Lamiales","Lamiaceae","Lamiales",2
"592","Marrubium vulgare","Marrubium","Megachile fidelis","Megachilidae","Lamiales","Lamiaceae","Lamiales",3
"593","Marrubium vulgare","Marrubium","Megachile onobrychidis","Megachilidae","Lamiales","Lamiaceae","Lamiales",2
"594","Marrubium vulgare","Marrubium","Megachile rotundata","Megachilidae","Lamiales","Lamiaceae","Lamiales",6
"595","Marrubium vulgare","Marrubium","Melissodes lupinus","Apidae","Lamiales","Lamiaceae","Lamiales",9
"596","Marrubium vulgare","Marrubium","Osmia clarescens","Megachilidae","Lamiales","Lamiaceae","Lamiales",10
"597","Marrubium vulgare","Marrubium","Osmia laeta","Megachilidae","Lamiales","Lamiaceae","Lamiales",2
"598","Marrubium vulgare","Marrubium","Osmia nemoris","Megachilidae","Lamiales","Lamiaceae","Lamiales",2
"599","Matricaria discoidea","Matricaria","Bombus vosnesenskii","Apidae","Asterales","Asteraceae","Asterales",1
"600","Medicago polymorpha","Medicago","Halictus ligatus","Halictidae","Fabales","Fabaceae","Fabales",1
"601","Medicago polymorpha","Medicago","Halictus tripartitus","Halictidae","Fabales","Fabaceae","Fabales",8
"602","Medicago polymorpha","Medicago","Lasioglossum tegulare","Halictidae","Fabales","Fabaceae","Fabales",1
"603","Medicago polymorpha","Medicago","Megachile apicalis","Megachilidae","Fabales","Fabaceae","Fabales",1
"604","Medicago polymorpha","Medicago","Megachile onobrychidis","Megachilidae","Fabales","Fabaceae","Fabales",2
"605","Medicago polymorpha","Medicago","Osmia clarescens","Megachilidae","Fabales","Fabaceae","Fabales",1
"606","Medicago sativa","Medicago","Agapostemon texanus","Halictidae","Fabales","Fabaceae","Fabales",5
"607","Medicago sativa","Medicago","Andrena anisochlora","Andrenidae","Fabales","Fabaceae","Fabales",2
"608","Medicago sativa","Medicago","Anthophora californica","Apidae","Fabales","Fabaceae","Fabales",1
"609","Medicago sativa","Medicago","Anthophora edwardsii","Apidae","Fabales","Fabaceae","Fabales",2
"610","Medicago sativa","Medicago","Anthophora urbana","Apidae","Fabales","Fabaceae","Fabales",4
"611","Medicago sativa","Medicago","Halictus farinosus","Halictidae","Fabales","Fabaceae","Fabales",1
"612","Medicago sativa","Medicago","Halictus ligatus","Halictidae","Fabales","Fabaceae","Fabales",4
"613","Medicago sativa","Medicago","Halictus rubicundus","Halictidae","Fabales","Fabaceae","Fabales",7
"614","Medicago sativa","Medicago","Halictus tripartitus","Halictidae","Fabales","Fabaceae","Fabales",20
"615","Medicago sativa","Medicago","Lasioglossum incompletum","Halictidae","Fabales","Fabaceae","Fabales",5
"616","Medicago sativa","Medicago","Lasioglossum nevadense","Halictidae","Fabales","Fabaceae","Fabales",1
"617","Medicago sativa","Medicago","Megachile brevis","Megachilidae","Fabales","Fabaceae","Fabales",33
"618","Medicago sativa","Medicago","Megachile coquilletti","Megachilidae","Fabales","Fabaceae","Fabales",2
"619","Medicago sativa","Medicago","Megachile onobrychidis","Megachilidae","Fabales","Fabaceae","Fabales",3
"620","Medicago sativa","Medicago","Megachile rotundata","Megachilidae","Fabales","Fabaceae","Fabales",24
"621","Medicago sativa","Medicago","Melissodes tepidus","Apidae","Fabales","Fabaceae","Fabales",4
"622","Medicago sativa","Medicago","Osmia laeta","Megachilidae","Fabales","Fabaceae","Fabales",2
"623","Melilotus albus","Melilotus","Agapostemon texanus","Halictidae","Fabales","Fabaceae","Fabales",10
"624","Melilotus albus","Melilotus","Andrena prunorum","Andrenidae","Fabales","Fabaceae","Fabales",7
"625","Melilotus albus","Melilotus","Anthidium maculosum","Megachilidae","Fabales","Fabaceae","Fabales",1
"626","Melilotus albus","Melilotus","Anthophora urbana","Apidae","Fabales","Fabaceae","Fabales",34
"627","Melilotus albus","Melilotus","Ashmeadiella cactorum","Megachilidae","Fabales","Fabaceae","Fabales",11
"628","Melilotus albus","Melilotus","Bombus californicus","Apidae","Fabales","Fabaceae","Fabales",2
"629","Melilotus albus","Melilotus","Bombus melanopygus","Apidae","Fabales","Fabaceae","Fabales",12
"630","Melilotus albus","Melilotus","Bombus vosnesenskii","Apidae","Fabales","Fabaceae","Fabales",7
"631","Melilotus albus","Melilotus","Coelioxys octodentatus","Megachilidae","Fabales","Fabaceae","Fabales",4
"632","Melilotus albus","Melilotus","Colletes slevini","Colletidae","Fabales","Fabaceae","Fabales",46
"633","Melilotus albus","Melilotus","Halictus ligatus","Halictidae","Fabales","Fabaceae","Fabales",21
"634","Melilotus albus","Melilotus","Halictus rubicundus","Halictidae","Fabales","Fabaceae","Fabales",5
"635","Melilotus albus","Melilotus","Halictus tripartitus","Halictidae","Fabales","Fabaceae","Fabales",45
"636","Melilotus albus","Melilotus","Hylaeus mesillae","Colletidae","Fabales","Fabaceae","Fabales",67
"637","Melilotus albus","Melilotus","Lasioglossum albohirtum","Halictidae","Fabales","Fabaceae","Fabales",15
"638","Melilotus albus","Melilotus","Lasioglossum brunneiventre","Halictidae","Fabales","Fabaceae","Fabales",2
"639","Melilotus albus","Melilotus","Lasioglossum hyalinum","Halictidae","Fabales","Fabaceae","Fabales",4
"640","Melilotus albus","Melilotus","Lasioglossum incompletum","Halictidae","Fabales","Fabaceae","Fabales",1
"641","Melilotus albus","Melilotus","Lasioglossum nevadense","Halictidae","Fabales","Fabaceae","Fabales",39
"642","Melilotus albus","Melilotus","Lasioglossum tegulare","Halictidae","Fabales","Fabaceae","Fabales",14
"643","Melilotus albus","Melilotus","Megachile brevis","Megachilidae","Fabales","Fabaceae","Fabales",10
"644","Melilotus albus","Melilotus","Megachile rotundata","Megachilidae","Fabales","Fabaceae","Fabales",5
"645","Melilotus albus","Melilotus","Melissodes lupinus","Apidae","Fabales","Fabaceae","Fabales",7
"646","Melilotus albus","Melilotus","Melissodes tepidus","Apidae","Fabales","Fabaceae","Fabales",1
"647","Melilotus indicus","Melilotus","Bombus vosnesenskii","Apidae","Fabales","Fabaceae","Fabales",1
"648","Melilotus indicus","Melilotus","Coelioxys octodentatus","Megachilidae","Fabales","Fabaceae","Fabales",1
"649","Melilotus indicus","Melilotus","Halictus ligatus","Halictidae","Fabales","Fabaceae","Fabales",1
"650","Melilotus indicus","Melilotus","Halictus tripartitus","Halictidae","Fabales","Fabaceae","Fabales",3
"651","Melilotus indicus","Melilotus","Melissodes lupinus","Apidae","Fabales","Fabaceae","Fabales",1
"652","Mentha spicata","Mentha","Bombus vosnesenskii","Apidae","Lamiales","Lamiaceae","Lamiales",1
"653","Mentha spicata","Mentha","Halictus farinosus","Halictidae","Lamiales","Lamiaceae","Lamiales",1
"654","Mentha spicata","Mentha","Halictus ligatus","Halictidae","Lamiales","Lamiaceae","Lamiales",3
"655","Mentha spicata","Mentha","Halictus tripartitus","Halictidae","Lamiales","Lamiaceae","Lamiales",1
"656","Mesembryanthemum crystallinum","Mesembryanthemum","Anthophora urbana","Apidae","Caryophyllales","Aizoaceae","Caryophyllales",1
"657","Mesembryanthemum crystallinum","Mesembryanthemum","Bombus californicus","Apidae","Caryophyllales","Aizoaceae","Caryophyllales",1
"658","Mesembryanthemum crystallinum","Mesembryanthemum","Bombus vosnesenskii","Apidae","Caryophyllales","Aizoaceae","Caryophyllales",3
"659","Mesembryanthemum nodiflorum","Mesembryanthemum","Halictus tripartitus","Halictidae","Caryophyllales","Aizoaceae","Caryophyllales",1
"660","Minuartia douglasii","Minuartia","Agapostemon texanus","Halictidae","Caryophyllales","Caryophyllaceae","Caryophyllales",1
"661","Minuartia douglasii","Minuartia","Halictus farinosus","Halictidae","Caryophyllales","Caryophyllaceae","Caryophyllales",1
"662","Montia fontana","Montia","Andrena caerulea","Andrenidae","Caryophyllales","Montiaceae","Caryophyllales",1
"663","Myoporum laetum","Myoporum","Bombus vosnesenskii","Apidae","Lamiales","Scrophulariaceae","Lamiales",1
"664","Narcissus tazetta","Narcissus","Bombus vosnesenskii","Apidae","Asparagales","Amaryllidaceae","Asparagales",2
"665","Nasturtium officinale","Nasturtium","Bombus melanopygus","Apidae","Brassicales","Brassicaceae","Brassicales",1
"666","Opuntia ficus-indica","Opuntia","Diadasia australis","Apidae","Caryophyllales","Cactaceae","Caryophyllales",1
"667","Opuntia littoralis","Opuntia","Augochlorella pomoniella","Halictidae","Caryophyllales","Cactaceae","Caryophyllales",2
"668","Opuntia littoralis","Opuntia","Bombus californicus","Apidae","Caryophyllales","Cactaceae","Caryophyllales",1
"669","Opuntia littoralis","Opuntia","Diadasia australis","Apidae","Caryophyllales","Cactaceae","Caryophyllales",3
"670","Opuntia littoralis","Opuntia","Halictus farinosus","Halictidae","Caryophyllales","Cactaceae","Caryophyllales",1
"671","Opuntia littoralis","Opuntia","Halictus tripartitus","Halictidae","Caryophyllales","Cactaceae","Caryophyllales",1
"672","Oxalis corniculata","Oxalis","Halictus ligatus","Halictidae","Oxalidales","Oxalidaceae","Oxalidales",2
"673","Oxalis pes-caprae","Oxalis","Agapostemon texanus","Halictidae","Oxalidales","Oxalidaceae","Oxalidales",2
"674","Oxalis pes-caprae","Oxalis","Augochlorella pomoniella","Halictidae","Oxalidales","Oxalidaceae","Oxalidales",1
"675","Oxalis pes-caprae","Oxalis","Bombus melanopygus","Apidae","Oxalidales","Oxalidaceae","Oxalidales",10
"676","Oxalis pes-caprae","Oxalis","Bombus vosnesenskii","Apidae","Oxalidales","Oxalidaceae","Oxalidales",11
"677","Oxalis pes-caprae","Oxalis","Habropoda depressa","Apidae","Oxalidales","Oxalidaceae","Oxalidales",4
"678","Oxalis pes-caprae","Oxalis","Halictus ligatus","Halictidae","Oxalidales","Oxalidaceae","Oxalidales",1
"679","Oxalis pes-caprae","Oxalis","Halictus tripartitus","Halictidae","Oxalidales","Oxalidaceae","Oxalidales",2
"680","Phacelia distans","Phacelia","Andrena candida","Andrenidae","Boraginales","Hydrophyllaceae","Boraginales",1
"681","Phacelia distans","Phacelia","Andrena nigripes","Andrenidae","Boraginales","Hydrophyllaceae","Boraginales",3
"682","Phacelia distans","Phacelia","Anthidium collectum","Megachilidae","Boraginales","Hydrophyllaceae","Boraginales",1
"683","Phacelia distans","Phacelia","Anthidium illustre","Megachilidae","Boraginales","Hydrophyllaceae","Boraginales",1
"684","Phacelia distans","Phacelia","Anthophora californica","Apidae","Boraginales","Hydrophyllaceae","Boraginales",1
"685","Phacelia distans","Phacelia","Anthophora urbana","Apidae","Boraginales","Hydrophyllaceae","Boraginales",1
"686","Phacelia distans","Phacelia","Bombus californicus","Apidae","Boraginales","Hydrophyllaceae","Boraginales",1
"687","Phacelia distans","Phacelia","Bombus vosnesenskii","Apidae","Boraginales","Hydrophyllaceae","Boraginales",1
"688","Phacelia distans","Phacelia","Eucera actuosa","Apidae","Boraginales","Hydrophyllaceae","Boraginales",1
"689","Phacelia ramosissima","Phacelia","Anthidium illustre","Megachilidae","Boraginales","Boraginaceae","Boraginales",1
"690","Phacelia ramosissima","Phacelia","Anthidium maculosum","Megachilidae","Boraginales","Boraginaceae","Boraginales",3
"691","Phacelia ramosissima","Phacelia","Ashmeadiella cactorum","Megachilidae","Boraginales","Boraginaceae","Boraginales",1
"692","Phacelia ramosissima","Phacelia","Ashmeadiella timberlakei","Megachilidae","Boraginales","Boraginaceae","Boraginales",1
"693","Phacelia ramosissima","Phacelia","Bombus vosnesenskii","Apidae","Boraginales","Boraginaceae","Boraginales",19
"694","Phacelia ramosissima","Phacelia","Halictus farinosus","Halictidae","Boraginales","Boraginaceae","Boraginales",1
"695","Phacelia ramosissima","Phacelia","Hylaeus polifolii","Colletidae","Boraginales","Boraginaceae","Boraginales",2
"696","Phacelia ramosissima","Phacelia","Megachile onobrychidis","Megachilidae","Boraginales","Boraginaceae","Boraginales",1
"697","Phyla nodiflora","Phyla","Anthophora californica","Apidae","Lamiales","Verbenaceae","Lamiales",1
"698","Phyla nodiflora","Phyla","Anthophora urbana","Apidae","Lamiales","Verbenaceae","Lamiales",1
"699","Phyla nodiflora","Phyla","Bombus vosnesenskii","Apidae","Lamiales","Verbenaceae","Lamiales",1
"700","Phyla nodiflora","Phyla","Diadasia ochracea","Apidae","Lamiales","Verbenaceae","Lamiales",1
"701","Phyla nodiflora","Phyla","Halictus ligatus","Halictidae","Lamiales","Verbenaceae","Lamiales",3
"702","Phyla nodiflora","Phyla","Halictus tripartitus","Halictidae","Lamiales","Verbenaceae","Lamiales",1
"703","Phyla nodiflora","Phyla","Megachile brevis","Megachilidae","Lamiales","Verbenaceae","Lamiales",4
"704","Plantago lanceolata","Plantago","Bombus melanopygus","Apidae","Lamiales","Plantaginaceae","Lamiales",1
"705","Plantago lanceolata","Plantago","Bombus vosnesenskii","Apidae","Lamiales","Plantaginaceae","Lamiales",1
"706","Plantago lanceolata","Plantago","Habropoda depressa","Apidae","Lamiales","Plantaginaceae","Lamiales",3
"707","Plantago lanceolata","Plantago","Halictus rubicundus","Halictidae","Lamiales","Plantaginaceae","Lamiales",1
"708","Plantago lanceolata","Plantago","Halictus tripartitus","Halictidae","Lamiales","Plantaginaceae","Lamiales",41
"709","Plantago lanceolata","Plantago","Hylaeus mesillae","Colletidae","Lamiales","Plantaginaceae","Lamiales",2
"710","Plantago lanceolata","Plantago","Osmia gaudiosa","Megachilidae","Lamiales","Plantaginaceae","Lamiales",2
"711","Plantago major","Plantago","Halictus tripartitus","Halictidae","Lamiales","Plantaginaceae","Lamiales",6
"712","Plantago major","Plantago","Lasioglossum incompletum","Halictidae","Lamiales","Plantaginaceae","Lamiales",1
"713","Platystemon californicus","Platystemon","Andrena nigripes","Andrenidae","Ranunculales","Papaveraceae","Ranunculales",2
"714","Populus trichocarpa","Populus","Halictus rubicundus","Halictidae","Malpighiales","Salicaceae","Malpighiales",1
"715","Portulaca oleracea","Portulaca","Halictus tripartitus","Halictidae","Caryophyllales","Portulacaceae","Caryophyllales",5
"716","Portulaca oleracea","Portulaca","Lasioglossum incompletum","Halictidae","Caryophyllales","Portulacaceae","Caryophyllales",11
"717","Portulaca oleracea","Portulaca","Lasioglossum tegulare","Halictidae","Caryophyllales","Portulacaceae","Caryophyllales",6
"718","Pseudognaphalium beneolens","Pseudognaphalium","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",2
"719","Pseudognaphalium beneolens","Pseudognaphalium","Megachile angelarum","Megachilidae","Asterales","Asteraceae","Asterales",1
"720","Pseudognaphalium biolettii","Pseudognaphalium","Halictus tripartitus","Halictidae","Asterales","Asteraceae","Asterales",1
"721","Pseudognaphalium biolettii","Pseudognaphalium","Protosmia rubifloris","Megachilidae","Asterales","Asteraceae","Asterales",2
"722","Pseudognaphalium californicum","Pseudognaphalium","Halictus farinosus","Halictidae","Asterales","Asteraceae","Asterales",1
"723","Pseudognaphalium californicum","Pseudognaphalium","Hylaeus mesillae","Colletidae","Asterales","Asteraceae","Asterales",2
"724","Pseudognaphalium californicum","Pseudognaphalium","Megachile fidelis","Megachilidae","Asterales","Asteraceae","Asterales",1
"725","Quercus chrysolepis","Quercus","Andrena candida","Andrenidae","Fagales","Fagaceae","Fagales",2
"726","Rafinesquia californica","Rafinesquia","Halictus ligatus","Halictidae","Asterales","Asteraceae","Asterales",1
"727","Raphanus raphanistrum","Raphanus","Agapostemon texanus","Halictidae","Brassicales","Brassicaceae","Brassicales",3
"728","Raphanus raphanistrum","Raphanus","Bombus californicus","Apidae","Brassicales","Brassicaceae","Brassicales",6
"729","Raphanus raphanistrum","Raphanus","Bombus vosnesenskii","Apidae","Brassicales","Brassicaceae","Brassicales",4
"730","Raphanus raphanistrum","Raphanus","Ceratina acantha","Apidae","Brassicales","Brassicaceae","Brassicales",1
"731","Raphanus raphanistrum","Raphanus","Halictus rubicundus","Halictidae","Brassicales","Brassicaceae","Brassicales",3
"732","Raphanus raphanistrum","Raphanus","Halictus tripartitus","Halictidae","Brassicales","Brassicaceae","Brassicales",47
"733","Raphanus raphanistrum","Raphanus","Lasioglossum diversopunctatum","Halictidae","Brassicales","Brassicaceae","Brassicales",2
"734","Raphanus raphanistrum","Raphanus","Lasioglossum incompletum","Halictidae","Brassicales","Brassicaceae","Brassicales",35
"735","Raphanus raphanistrum","Raphanus","Lasioglossum tegulare","Halictidae","Brassicales","Brassicaceae","Brassicales",4
"736","Raphanus raphanistrum","Raphanus","Megachile angelarum","Megachilidae","Brassicales","Brassicaceae","Brassicales",1
"737","Raphanus raphanistrum","Raphanus","Megachile brevis","Megachilidae","Brassicales","Brassicaceae","Brassicales",1
"738","Raphanus raphanistrum","Raphanus","Megachile onobrychidis","Megachilidae","Brassicales","Brassicaceae","Brassicales",2
"739","Rhus ovata","Rhus","Agapostemon texanus","Halictidae","Sapindales","Anacardiaceae","Sapindales",2
"740","Rhus ovata","Rhus","Andrena caerulea","Andrenidae","Sapindales","Anacardiaceae","Sapindales",2
"741","Rhus ovata","Rhus","Bombus melanopygus","Apidae","Sapindales","Anacardiaceae","Sapindales",2
"742","Rhus ovata","Rhus","Habropoda depressa","Apidae","Sapindales","Anacardiaceae","Sapindales",3
"743","Rhus ovata","Rhus","Protosmia rubifloris","Megachilidae","Sapindales","Anacardiaceae","Sapindales",2
