"","resolvedPlantNames","Family","Genus","Species","scientificName","inf_type","indeterminate","determinate","compound","inf_more","morph","radial","bilateral","cor_shape","bowl","tube","restrictive","color","white","pink","yellow","green","purple","orange","red","blue","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec","notes"
"223","Papaver somniferum","Papaveraceae","Papaver","somniferum","Papaver somniferum","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA
"224","Platystemon californicus","Papaveraceae","Platystemon","californicus","Platystemon californicus","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"225","Diplacus longiflorus","Phrymaceae","Diplacus","longiflorus","Diplacus longiflorus","determinate",0,1,0,"cluster","bilateral",0,1,"tube",0,1,0,"orange",0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"226","Erythranthe guttata","Phrymaceae","Erythranthe","guttata","Erythranthe guttata","determinate",0,1,0,"solitary","bilateral",0,1,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA
"227","Antirrhinum thompsonii","Plantaginaceae","Antirrhinum","thompsonii","Antirrhinum thompsonii","indeterminate",1,0,0,"raceme","bilateral",0,1,"tube",0,1,0,"pink",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,"jepson"
"228","Keckiella cordifolia","Plantaginaceae","Keckiella","cordifolia","Keckiella cordifolia","determinate",0,1,0,"cluster","bilateral",0,1,"tube",0,1,0,"red",0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,NA
"229","Nuttallanthus texanus","Plantaginaceae","Nuttallanthus","texanus","Nuttallanthus texanus","indeterminate",1,0,0,"raceme","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"230","Plantago lanceolata","Plantaginaceae","Plantago","lanceolata","Plantago lanceolata","indeterminate",1,0,0,"spike","radial",1,0,NA,0,0,0,"green",0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA
"231","Plantago major","Plantaginaceae","Plantago","major","Plantago major","indeterminate",1,0,0,"spike","radial",1,0,NA,0,0,0,"green",0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,NA
"232","Veronica anagallis-aquatica","Plantaginaceae","Veronica","anagallis-aquatica","Veronica anagallis-aquatica","indeterminate",1,0,0,"spike","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA
"233","Gilia capitata","Polemoniaceae","Gilia","capitata","Gilia capitata subsp. abrotanifolia","compound",0,0,1,"head","radial",1,0,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA
"234","Navarretia hamata","Polemoniaceae","Navarretia","hamata","Navarretia hamata subsp. leptantha","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA
"235","Eriogonum arborescens","Polygonaceae","Eriogonum","arborescens","Eriogonum arborescens","compound",0,0,1,"umbel","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA
"236","Eriogonum giganteum","Polygonaceae","Eriogonum","giganteum","Eriogonum giganteum var. giganteum","compound",0,0,1,"umbel","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,NA
"237","Persicaria lapathifolia","Polygonaceae","Persicaria","lapathifolia","Persicaria lapathifolia","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,NA
"238","Polygonum aviculare","Polygonaceae","Polygonum","aviculare","Polygonum aviculare subsp. depressum","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA
"239","Rumex acetosella","Polygonaceae","Rumex","acetosella","Rumex acetosella",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"240","Rumex crispus","Polygonaceae","Rumex","crispus","Rumex crispus",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"241","Portulaca oleracea","Portulacaceae","Portulaca","oleracea","Portulaca oleracea","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA
"242","Clematis ligusticifolia","Ranunculaceae","Clematis","ligusticifolia","Clematis ligusticifolia","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA
"243","Ranunculus californicus","Ranunculaceae","Ranunculus","californicus","Ranunculus californicus var. cuneatus","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"244","Ceanothus arboreus","Rhamnaceae","Ceanothus","arboreus","Ceanothus arboreus","determinate",0,1,0,"spike","radial",1,0,"bowl",1,0,0,"blue",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,NA
"245","Frangula californica","Rhamnaceae","Frangula","californica","Frangula californica subsp. californica","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"246","Cercocarpus betuloides","Rosaceae","Cercocarpus","betuloides","Cercocarpus betuloides var. blancheae","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"green",0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"247","Heteromeles arbutifolia","Rosaceae","Heteromeles","arbutifolia","Heteromeles arbutifolia","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA
"248","Holodiscus discolor","Rosaceae","Holodiscus","discolor","Holodiscus discolor var. discolor","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA
"249","Lyonothamnus floribundus","Rosaceae","Lyonothamnus","floribundus","Lyonothamnus floribundus subsp. aspleniifolius","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA
"250","Potentilla anserina","Rosaceae","Potentilla","anserina","Potentilla anserina subsp. pacifica","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"251","Prunus ilicifolia","Rosaceae","Prunus","ilicifolia","Prunus ilicifolia subsp. lyonii","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA
"252","Rosa californica","Rosaceae","Rosa","californica","Rosa californica","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA
"253","Rubus ursinus","Rosaceae","Rubus","ursinus","Rubus ursinus","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"254","Galium aparine","Rubiaceae","Galium","aparine","Galium aparine","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"255","Galium californicum","Rubiaceae","Galium","californicum","Galium californicum subsp. flaccidum","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"green",0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,NA
"256","Populus trichocarpa","Salicaceae","Populus","trichocarpa","Populus trichocarpa","determinate",0,1,0,"racemose","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA
"257","Salix exigua","Salicaceae","Salix","exigua","Salix exigua","indeterminate",1,0,0,"racemose","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA
"258","Salix laevigata","Salicaceae","Salix","laevigata","Salix laevigata","indeterminate",1,0,0,"racemose","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"259","Salix lasiandra","Salicaceae","Salix","lasiandra","Salix lasiandra var. lasiandra","indeterminate",1,0,0,"racemose","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA
"260","Salix lasiolepis","Salicaceae","Salix","lasiolepis","Salix lasiolepis","indeterminate",1,0,0,"racemose","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"261","Acer macrophyllum","Sapindaceae","Acer","macrophyllum","Acer macrophyllum","indeterminate",1,0,0,"racemose","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"262","Heuchera maxima","Saxifragaceae","Heuchera","maxima","Heuchera maxima","determinate",0,1,0,"raceme","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA
"263","Myoporum laetum","Scrophulariaceae","Myoporum","laetum","Myoporum laetum","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,NA
"264","Verbascum thapsus","Scrophulariaceae","Verbascum","thapsus","Verbascum thapsus","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA
"265","Datura wrightii","Solanaceae","Datura","wrightii","Datura wrightii","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,NA
"266","Lycium californicum","Solanaceae","Lycium","californicum","Lycium californicum","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA
"267","Nicotiana glauca","Solanaceae","Nicotiana","glauca","Nicotiana glauca","determinate",0,1,0,"cluster","radial",1,0,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,NA
"268","Solanum douglasii","Solanaceae","Solanum","douglasii","Solanum douglasii","determinate",0,1,0,"cluster","radial",1,0,"tube",0,1,0,"white",1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA
"269","Solanum elaeagnifolium","Solanaceae","Solanum","elaeagnifolium","Solanum elaeagnifolium","determinate",0,1,0,"cluster","radial",1,0,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA
"270","Tamarix ramosissima","Tamaricaceae","Tamarix","ramosissima","Tamarix ramosissima","indeterminate",1,0,0,"spike","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,NA
"271","Urtica urens","Urticaceae","Urtica","urens","Urtica urens","indeterminate",1,0,0,"spike","radial",1,0,"bowl",1,0,0,"green",0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,NA
"272","Centranthus ruber","Valerianaceae","Centranthus","ruber","Centranthus ruber","indeterminate",1,0,0,"umbel","radial",1,0,"tube",0,1,0,"pink",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,NA
"273","Phyla nodiflora","Verbenaceae","Phyla","nodiflora","Phyla nodiflora","compound",0,0,1,"umbel","radial",1,0,"tube",0,1,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA
"274","Verbena lasiostachys","Verbenaceae","Verbena","lasiostachys","Verbena lasiostachys var. scabrida","compound",0,0,1,"head","bilateral",0,1,"tube",0,1,0,"pink",0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA
"275","Viola pedunculata","Violaceae","Viola","pedunculata","Viola pedunculata","determinate",0,1,0,"solitary","bilateral",0,1,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA
"276","Agave americana","Agavaceae","Agave","americana","Agave americana","indeterminate",1,0,0,"spike","radial",1,0,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA
"277","Narcissus tazetta","Amaryllidaceae","Narcissus","tazetta","Narcissus tazetta","determinate",0,1,0,"cluster","radial",1,0,"tube",0,1,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"278","Washingtonia filifera","Arecaceae","Washingtonia","filifera","Washingtonia filifera","indeterminate",1,0,0,"spike","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,NA
"279","Sisyrinchium bellum","Iridaceae","Sisyrinchium","bellum","Sisyrinchium bellum","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"blue",0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,NA
"280","Calochortus albus","Liliaceae","Calochortus","albus","Calochortus albus","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"281","Calochortus catalinae","Liliaceae","Calochortus","catalinae","Calochortus catalinae","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA
"282","Calochortus luteus","Liliaceae","Calochortus","luteus","Calochortus luteus","determinate",0,1,0,"solitary","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA
"283","Toxicoscordion fremontii","Melanthiaceae","Toxicoscordion","fremontii","Toxicoscordion fremontii","indeterminate",1,0,0,"raceme","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA
"284","Dipterostemon capitatus","Themidaceae","Dipterostemon","capitatus","Dipterostemon capitatus subsp. capitatus","determinate",0,1,0,"umbel","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA
"285","Triteleia hyacinthina","Themidaceae","Triteleia","hyacinthina","Triteleia hyacinthina","determinate",0,1,0,"umbel","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA
"286","Typha domingensis","Typhaceae","Typha","domingensis","Typha domingensis",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"287","Typha latifolia","Typhaceae","Typha","latifolia","Typha latifolia",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"288","Adenostoma fasciculatum","Rosaceae","Adenostoma","fasciculatum","Adenostoma fasciculatum var. fasciculatum","determinate",0,1,0,"raceme","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA
"289","Amsinckia intermedia","Boraginaceae","Amsinckia","intermedia","Amsinckia intermedia","determinate",0,1,0,"cincinnus","radial",1,0,"tube",0,1,0,"yellow",0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,NA
"290","Arctostaphylos crustacea","Ericaceae","Arctostaphylos","crustacea","Arctostaphylos crustacea subsp. insulicola","determinate",0,1,0,"botryoid","radial",1,0,"tube",0,1,0,"pink",0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,NA
"291","Ceanothus megacarpus","Rhamnaceae","Ceanothus","megacarpus","Ceanothus megacarpus var. insularis","determinate",0,1,0,"spike","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,NA
"292","Claytonia perfoliata","Montiaceae","Claytonia","perfoliata","Claytonia perfoliata subsp. mexicana","determinate",0,1,0,"cluster","radial",1,0,"bowl",1,0,0,"white",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"293","Delphinium parryi","Ranunculaceae","Delphinium","parryi","Delphinium parryi subsp. maritimum","indeterminate",1,0,0,"raceme","bilateral",0,1,"tube",0,1,0,"purple",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
"294","Eriogonum grande","Polygonaceae","Eriogonum","grande","Eriogonum grande var. rubescens","compound",0,0,1,"umbel","radial",1,0,"bowl",1,0,0,"pink",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA
"295","Isocoma menziesii","Asteraceae","Isocoma","menziesii","Isocoma menziesii var. sedoides","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"yellow",0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,NA
"296","Lonicera subspicata","Caprifoliaceae","Lonicera","subspicata","Lonicera subspicata var. denudata","determinate",0,1,0,"botryoid","bilateral",0,1,"tube",0,1,0,"white",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA
"297","Lupinus albifrons","Fabaceae","Lupinus","albifrons","Lupinus albifrons var. albifrons","indeterminate",1,0,0,"raceme","bilateral",0,1,"restricted",0,0,1,"purple",0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA
"298","Plagiobothrys collinus","Boraginaceae","Plagiobothrys","collinus","Plagiobothrys collinus var. gracilis","determinate",0,1,0,"cluster","radial",1,0,"tube",0,1,0,"white",1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,NA
"299","Quercus chrysolepis","Fagaceae","Quercus","chrysolepis","Quercus chrysolepis",NA,0,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"300","Raphanus raphanistrum","Brassicaceae","Raphanus","raphanistrum","Raphanus raphanistrum","indeterminate",1,0,0,"raceme","radial",1,0,"tube",0,1,0,"white",1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,NA
"301","Urtica dioica","Urticaceae","Urtica","dioica","Urtica dioica subsp. holosericea","indeterminate",1,0,0,"racemose","radial",1,0,"bowl",1,0,0,"green",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,NA
"302","Cirsium occidentale","Asteraceae","Cirsium","occidentale","Cirsium occidentale var. californicum","compound",0,0,1,"head","radial",1,0,"bowl",1,0,0,"purple",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA
